sim_number	x_coord_loc_0,x_coord_loc_1,x_coord_loc_2,x_coord_loc_3,x_coord_loc_4	y_coord_loc_0,y_coord_loc_1,y_coord_loc_2,y_coord_loc_3,y_coord_loc_4	m_0_1_1_0_z_1,m_0_2_2_0_z_2,m_0_3_3_0_z_3,m_0_4_4_0_z_4,m_1_0_0_1_z_5,m_1_2_2_1_z_7,m_1_3_3_1_z_8,m_1_4_4_1_z_9,m_2_0_0_2_z_10,m_2_1_1_2_z_11,m_2_3_3_2_z_13,m_2_4_4_2_z_14,m_3_0_0_3_z_15,m_3_1_1_3_z_16,m_3_2_2_3_z_17,m_3_4_4_3_z_19,m_4_0_0_4_z_20,m_4_1_1_4_z_21,m_4_2_2_4_z_22,m_4_3_3_4_z_23
sim31	1.626,8.312,8.528,7.581,9.431	6.017,6.156,9.097,8.496,5.453	0.001240737579,0.001097819198,0.001286336249,0.001060318419,0.001240737579,0.002813694588,0.003384576346,0.006278732933,0.001097819198,0.002813694588,0.007397723503,0.002210145036,0.001286336249,0.003384576346,0.007397723503,0.00232991615,0.001060318419,0.006278732933,0.002210145036,0.00232991615
sim33	5.196,7.502,6.802,6.627,3.316	2.692,1.938,7.163,0.266,9.295	0.005591386973,0.002855475167,0.004816261648,0.001975914265,0.005591386973,0.002573274579,0.007188471506,0.001602629433,0.002855475167,0.002573274579,0.001966234467,0.003319770031,0.004816261648,0.007188471506,0.001966234467,0.001410581932,0.001975914265,0.001602629433,0.003319770031,0.001410581932
sim39	3.823,9.129,7.856,0.18,0.395	9.835,1.617,1.726,7.168,0.083	0.001189361423,0.001284643928,0.00257689613,0.001125518125,0.001189361423,0.009106061852,0.001104798222,0.00131200278,0.001284643928,0.009106061852,0.001236472429,0.001522878886,0.00257689613,0.001104798222,0.001236472429,0.001641366226,0.001125518125,0.00131200278,0.001522878886,0.001641366226
sim40	3.023,5.799,8.062,4.786,4.829	4.694,8.99,0.119,2.631,3.869	0.000160557483,0.000120661844,0.000302623978,0.000413610551,0.000160557483,0.000089701834,0.000127536259,0.000157563317,0.000120661844,0.000089701834,0.000198929842,0.000165863267,0.000302623978,0.000127536259,0.000198929842,0.000662951625,0.000413610551,0.000157563317,0.000165863267,0.000662951625
sim41	4.831,7.566,9.089,0.668,2.411	5.056,6.802,6.587,4.593,2.017	0.003955838552,0.002836742153,0.003064438154,0.003304110158,0.003955838552,0.008345300668,0.001772164393,0.001824965788,0.002836742153,0.008345300668,0.001483258893,0.001586245882,0.003064438154,0.001772164393,0.001483258893,0.004126935358,0.003304110158,0.001824965788,0.001586245882,0.004126935358
sim44	7.798,3.128,0.226,7.401,6.697	4.035,9.411,2.015,4.441,1.174	0.00070010828,0.000636171059,0.008779815253,0.001626321957,0.00070010828,0.000627511054,0.000760648391,0.000555371501,0.000636171059,0.000627511054,0.000658241916,0.000764019865,0.008779815253,0.000760648391,0.000658241916,0.001491790724,0.001626321957,0.000555371501,0.000764019865,0.001491790724
sim49	7.586,8.401,9.925,3.959,4.322	3.712,2.967,9.469,0.847,3.575	0.010084011475,0.001791874074,0.002409045457,0.003408374785,0.010084011475,0.001667320914,0.002262251955,0.002699941179,0.001791874074,0.001667320914,0.001061983012,0.001369213304,0.002409045457,0.002262251955,0.001061983012,0.004045983847,0.003408374785,0.002699941179,0.001369213304,0.004045983847
sim52	6.937,2.176,5.925,8.04,1.673	0.999,7.247,5.154,1.718,6.545	0.001396875032,0.002565850215,0.00833385082,0.001435020128,0.001396875032,0.002555566499,0.001361462395,0.012705783149,0.002565850215,0.002555566499,0.002719557653,0.002452704843,0.00833385082,0.001361462395,0.002719557653,0.001373329266,0.001435020128,0.012705783149,0.002452704843,0.001373329266
sim53	4.557,8.519,6.051,9.732,1.22	7.728,0.274,7.346,9.078,6.498	0.001423195715,0.007790833503,0.002246360499,0.003378058882,0.001423195715,0.001603941328,0.001351832002,0.001252449543,0.007790833503,0.001603941328,0.002953198518,0.002449398565,0.002246360499,0.001351832002,0.002953198518,0.001350731445,0.003378058882,0.001252449543,0.002449398565,0.001350731445
sim54	8.01,2.665,7.662,4.081,4.853	8.668,3.419,8.74,5.788,1.872	0.00093394892,0.019688148788,0.001436229592,0.000933689094,0.00093394892,0.000958498389,0.002535057191,0.002611000647,0.019688148788,0.000958498389,0.001507594694,0.00094290556,0.001436229592,0.002535057191,0.001507594694,0.001752927125,0.000933689094,0.002611000647,0.00094290556,0.001752927125
sim56	2.346,4.697,4.208,1.828,4.645	3.193,6.756,2.933,3.73,9.091	0.0022963458,0.005213921582,0.013138005959,0.001548523791,0.0022963458,0.002543367085,0.002350793897,0.004197036862,0.005213921582,0.002543367085,0.003905535029,0.001587840396,0.013138005959,0.002350793897,0.003905535029,0.001618629598,0.001548523791,0.004197036862,0.001587840396,0.001618629598
sim60	3.835,3.739,1.713,3.255,7.334	1.906,1.233,3.528,5.498,4.215	0.010521296852,0.002677928102,0.00196577154,0.001706149711,0.010521296852,0.002336410726,0.001666329074,0.001531324981,0.002677928102,0.002336410726,0.002859022578,0.001263063273,0.00196577154,0.001666329074,0.002859022578,0.001672703163,0.001706149711,0.001531324981,0.001263063273,0.001672703163
sim67	1.02,5.478,6.508,7.302,1.953	0.708,1.34,8.248,9.93,9.345	0.005472957808,0.002642402844,0.002208427194,0.002836618698,0.005472957808,0.003528224035,0.002806166777,0.002817321239,0.002642402844,0.003528224035,0.013248682438,0.005259587395,0.002208427194,0.002806166777,0.013248682438,0.004579611571,0.002836618698,0.002817321239,0.005259587395,0.004579611571
sim71	8.417,1.075,7.473,9.696,0.186	6.519,5.688,3.669,5.258,9.164	0.000971298884,0.002390459582,0.003995782028,0.000830116829,0.000971298884,0.001069727636,0.000831446314,0.002000291391,0.002390459582,0.001069727636,0.00262644624,0.000786359105,0.003995782028,0.000831446314,0.00262644624,0.000698071993,0.000830116829,0.002000291391,0.000786359105,0.000698071993
sim74	8.152,3.158,1.892,0.368,6.178	9.315,2.541,2.585,8.729,9.397	0.000184313693,0.000168763736,0.000198713485,0.000785119637,0.000184313693,0.001224507713,0.000228519152,0.000207051636,0.000168763736,0.001224507713,0.000245042033,0.000192734692,0.000198713485,0.000228519152,0.000245042033,0.000265234223,0.000785119637,0.000207051636,0.000192734692,0.000265234223
sim75	1.877,9.128,7.596,7.841,2.539	6.263,7.162,5.07,0.637,7.758	0.000580120452,0.000725536293,0.00051698219,0.002592431505,0.000580120452,0.001634674563,0.000637324131,0.00064067779,0.000725536293,0.001634674563,0.000954703754,0.000740118082,0.00051698219,0.000637324131,0.000954703754,0.000477431241,0.002592431505,0.00064067779,0.000740118082,0.000477431241
sim77	9.19,8.695,0.151,8.054,4.79	1.937,0.278,4.113,6.367,1.9	0.003490522435,0.00064998356,0.001321365396,0.001373371227,0.003490522435,0.000645265504,0.000986999151,0.001429135223,0.00064998356,0.000645265504,0.000735329719,0.001175732587,0.001321365396,0.000986999151,0.000735329719,0.001092295198,0.001373371227,0.001429135223,0.001175732587,0.001092295198
sim85	1.563,3.88,7.145,3.129,9.04	9.979,3.427,5.589,2.398,9.871	0.002479603131,0.002426582657,0.002226091567,0.002304466719,0.002479603131,0.004400568143,0.013527109386,0.002087410416,0.002426582657,0.004400568143,0.003359515233,0.003680086099,0.002226091567,0.013527109386,0.003359515233,0.001808566648,0.002304466719,0.002087410416,0.003680086099,0.001808566648
sim91	5.505,4.996,5.384,5.04,1.22	9.009,9.884,7.671,6.587,3.354	0.006390848486,0.004815411363,0.002623154805,0.000911801867,0.006390848486,0.002879401525,0.001962006957,0.000857641039,0.004815411363,0.002879401525,0.005688438614,0.001078587632,0.002623154805,0.001962006957,0.005688438614,0.001292707711,0.000911801867,0.000857641039,0.001078587632,0.001292707711
sim93	6.655,2.493,3.87,3.121,5.147	7.955,4.488,4.783,1.41,8.255	0.002553920208,0.003277385256,0.001859898733,0.008997565781,0.002553920208,0.00982373017,0.004403822202,0.00300219355,0.003277385256,0.00982373017,0.004003930158,0.003739590988,0.001859898733,0.004403822202,0.004003930158,0.001937962954,0.008997565781,0.00300219355,0.003739590988,0.001937962954
sim103	0.631,0.504,5.3,9.947,8.162	3.438,1.515,1.641,3.454,2.949	0.001647622986,0.000634691131,0.000340841182,0.000420742073,0.001647622986,0.000661840261,0.000329385354,0.000407552081,0.000634691131,0.000661840261,0.000636565684,0.001009073357,0.000340841182,0.000329385354,0.000636565684,0.001711685891,0.000420742073,0.000407552081,0.001009073357,0.001711685891
sim107	3.154,0.556,5.922,8.375,9.652	1.65,0.045,9.566,1.094,1.591	0.000631428576,0.000229936968,0.000367249194,0.000296732894,0.000631428576,0.000176433978,0.00024442094,0.00020899158,0.000229936968,0.000176433978,0.000218623001,0.000219015351,0.000367249194,0.00024442094,0.000218623001,0.00140716752,0.000296732894,0.00020899158,0.000219015351,0.00140716752
sim118	2.386,1.074,8.884,7.369,0.735	1.806,7.755,8.003,1.601,7.326	0.000918846959,0.000623390663,0.001122385233,0.000971529176,0.000918846959,0.000716358076,0.000635847132,0.010237455927,0.000623390663,0.000716358076,0.000850848534,0.00068454522,0.001122385233,0.000635847132,0.000850848534,0.00063879308,0.000971529176,0.010237455927,0.00068454522,0.00063879308
sim127	6.93,6.87,7.322,1.893,8.709	7.766,8.21,4.192,5.656,4.318	0.019347139023,0.002410894239,0.001587268166,0.002234137986,0.019347139023,0.00214382203,0.001549539664,0.002013708202,0.002410894239,0.00214382203,0.001541582392,0.006223981021,0.001587268166,0.001549539664,0.001541582392,0.001247927277,0.002234137986,0.002013708202,0.006223981021,0.001247927277
sim128	7.174,0.814,0.351,3.2,9.213	0.76,1.417,8.436,2.718,0.547	0.002966242977,0.001846696239,0.004281027676,0.009251130113,0.002966242977,0.002696191603,0.006978723596,0.002246072282,0.001846696239,0.002696191603,0.002968746621,0.001598496317,0.004281027676,0.006978723596,0.002968746621,0.002966672575,0.009251130113,0.002246072282,0.001598496317,0.002966672575
sim133	7.337,1.137,0.882,0.33,9.576	2.682,0.885,5.82,7.387,3.267	0.002624508821,0.00236043876,0.002007283548,0.007320856557,0.002624508821,0.003428384354,0.002585765377,0.001932052454,0.00236043876,0.003428384354,0.010197317463,0.001869713117,0.002007283548,0.002585765377,0.010197317463,0.001673679549,0.007320856557,0.001932052454,0.001869713117,0.001673679549
sim136	3.508,2.962,8.238,6.957,4.068	6.856,3.186,2.012,5.731,2.615	0.003419609044,0.001874075809,0.003497423245,0.002966023625,0.003419609044,0.002347456177,0.002678634682,0.010193699545,0.001874075809,0.002347456177,0.003225701914,0.00301138647,0.003497423245,0.002678634682,0.003225701914,0.002985989488,0.002966023625,0.010193699545,0.00301138647,0.002985989488
sim137	1.484,1.437,4.549,7.282,8.735	6.125,6.173,6.92,3.898,7.914	0.02700275878,0.000572890392,0.000292065549,0.000242890873,0.02700275878,0.000566808943,0.000289218159,0.000241778627,0.000572890392,0.000566808943,0.000445208624,0.000421628714,0.000292065549,0.000289218159,0.000445208624,0.000424751338,0.000242890873,0.000241778627,0.000421628714,0.000424751338
sim139	0.518,1.284,8.272,4.24,3.511	3.404,6.848,4.488,4.71,4.311	0.003374634988,0.001520708557,0.003018456955,0.003807060567,0.003374634988,0.001614240724,0.003263640581,0.003526959186,0.001520708557,0.001614240724,0.002948471201,0.002499059578,0.003018456955,0.003263640581,0.002948471201,0.014326767663,0.003807060567,0.003526959186,0.002499059578,0.014326767663
sim144	1.371,8.158,2.326,3.939,3.164	2.28,1.007,8.263,7.701,6.262	0.002445752082,0.00278750778,0.002815506098,0.003867315504,0.002445752082,0.001814197461,0.002134410029,0.00232965191,0.00278750778,0.001814197461,0.009887453737,0.007785043455,0.002815506098,0.002134410029,0.009887453737,0.010333161944,0.003867315504,0.00232965191,0.007785043455,0.010333161944
sim150	6.311,0.301,6.377,4.411,7.506	7.036,9.762,1.862,5.048,2.664	0.000807493653,0.001029857902,0.00193783408,0.001175745635,0.000807493653,0.000534692023,0.000852066562,0.000526883706,0.001029857902,0.000534692023,0.001423412773,0.003847975592,0.00193783408,0.000852066562,0.001423412773,0.001364038074,0.001175745635,0.000526883706,0.003847975592,0.001364038074
sim155	3.633,9.888,4.725,4.012,1.087	7.988,2.643,2.987,9.732,0.209	0.001139625876,0.001831751162,0.005253766476,0.001145556448,0.001139625876,0.001812064204,0.001018327618,0.001026836998,0.001831751162,0.001812064204,0.001382428293,0.002048431324,0.005253766476,0.001018327618,0.001382428293,0.000941211601,0.001145556448,0.001026836998,0.002048431324,0.000941211601
sim158	9.923,7.981,0.513,5.415,9.521	4.95,4.526,8.2,5.849,1.859	0.010114381917,0.002019484411,0.004373690887,0.006449994952,0.010114381917,0.002415628574,0.006963955098,0.006528202073,0.002019484411,0.002415628574,0.003698041788,0.001825057161,0.004373690887,0.006963955098,0.003698041788,0.003511563139,0.006449994952,0.006528202073,0.001825057161,0.003511563139
sim160	8.386,0.503,7.363,4.855,4.989	1.844,8.309,2.015,8.31,1.669	0.00158034427,0.015533845803,0.002186907019,0.004736610061,0.00158034427,0.001730590017,0.003702114155,0.002010594695,0.015533845803,0.001730590017,0.00237766974,0.006715737372,0.002186907019,0.003702114155,0.00237766974,0.002425586869,0.004736610061,0.002010594695,0.006715737372,0.002425586869
sim163	4.256,1.87,3.357,3.235,9.118	7.613,9.216,1.94,0.848,7.951	0.003289810842,0.001646382828,0.001382200132,0.001940294069,0.003289810842,0.001273360487,0.00111533493,0.001285273198,0.001646382828,0.001273360487,0.008606234785,0.001135785332,0.001382200132,0.00111533493,0.008606234785,0.001025323397,0.001940294069,0.001285273198,0.001135785332,0.001025323397
sim165	2.427,4.424,6.74,9.881,2.16	0.524,2.173,9.732,9.582,0.635	0.000632324242,0.000161054598,0.000139600382,0.005663457848,0.000632324242,0.000207139372,0.000177967435,0.000598324556,0.000161054598,0.000207139372,0.000520772675,0.000160788435,0.000139600382,0.000177967435,0.000520772675,0.000138570456,0.005663457848,0.000598324556,0.000160788435,0.000138570456
sim167	7.342,2.519,2.044,4.493,1.321	7.757,6.409,2.453,2.239,3.078	0.002249627062,0.001502753868,0.001814108902,0.001477415798,0.002249627062,0.00282745815,0.002441844604,0.003182525802,0.001502753868,0.00282745815,0.004582686662,0.011788027993,0.001814108902,0.002441844604,0.004582686662,0.003433551158,0.001477415798,0.003182525802,0.011788027993,0.003433551158
sim170	3.062,4.763,1.601,6.919,6.702	6.912,8.863,1.893,6.666,6.67	0.000227319036,0.000112560922,0.000152242396,0.000161290103,0.000227319036,0.000076876797,0.000191149805,0.000201002972,0.000112560922,0.000076876797,0.000082340804,0.000084193638,0.000152242396,0.000191149805,0.000082340804,0.002711023527,0.000161290103,0.000201002972,0.000084193638,0.002711023527
sim172	0.35,5.398,8.706,2.55,3.171	9.413,3.276,4.037,4.579,4.074	0.0010628061,0.000849986749,0.001590160802,0.001398613774,0.0010628061,0.002488055825,0.002696580142,0.003570031097,0.000849986749,0.002488055825,0.001366621899,0.001525795905,0.001590160802,0.002696580142,0.001366621899,0.010551347708,0.001398613774,0.003570031097,0.001525795905,0.010551347708
sim174	7.977,0.481,6.617,9.291,6.195	6.109,5.177,0.017,6.687,7.609	0.00153024088,0.00185182324,0.008052212542,0.004962490214,0.00153024088,0.001441769263,0.001293175434,0.00186134598,0.00185182324,0.001441769263,0.001608536262,0.00152017795,0.008052212542,0.001293175434,0.001608536262,0.003578228235,0.004962490214,0.00186134598,0.00152017795,0.003578228235
sim178	8.95,1.549,3.641,0.936,7.089	6.52,0.122,5.517,1.047,4.788	0.000250670829,0.000453891992,0.000252700495,0.000964625419,0.000250670829,0.00042381057,0.002209948408,0.000338573876,0.000453891992,0.00042381057,0.000469370546,0.000695852703,0.000252700495,0.002209948408,0.000469370546,0.000340555162,0.000964625419,0.000338573876,0.000695852703,0.000340555162
sim180	3.675,4.651,2.339,2.76,0.649	7.834,0.7,9.309,3.213,9.036	0.001874231602,0.006781206227,0.002864811075,0.004144764534,0.001874231602,0.001513938443,0.004291033585,0.001459444589,0.006781206227,0.001513938443,0.002208538268,0.00788320265,0.002864811075,0.004291033585,0.002208538268,0.002178829026,0.004144764534,0.001459444589,0.00788320265,0.002178829026
sim182	4.078,1.962,0.087,2.624,2.002	8.727,2.969,9.208,5.944,5.278	0.002166414455,0.003306032589,0.004232523342,0.003301343701,0.002166414455,0.002039993604,0.004360526109,0.005754813058,0.003306032589,0.002039993604,0.003214759238,0.003039945668,0.004232523342,0.004360526109,0.003214759238,0.014583648236,0.003301343701,0.005754813058,0.003039945668,0.014583648236
sim190	6.316,3.955,7.104,6.347,3.508	0.998,2.995,7.761,1.968,2.979	0.00100275117,0.000455415159,0.003195079244,0.00090232781,0.00100275117,0.000542825368,0.00119117549,0.006932493673,0.000455415159,0.000542825368,0.000530755889,0.000518252219,0.003195079244,0.00119117549,0.000530755889,0.001028923978,0.00090232781,0.006932493673,0.000518252219,0.001028923978
sim192	6.04,6.544,4.443,7.631,7.582	4.251,1.238,9.27,2.093,7.52	0.004950637061,0.002871398722,0.00564080807,0.004184201539,0.004950637061,0.00182161822,0.010935568466,0.002375230172,0.002871398722,0.00182161822,0.001925778672,0.004208155211,0.00564080807,0.010935568466,0.001925778672,0.002786603867,0.004184201539,0.002375230172,0.004208155211,0.002786603867
sim193	0.415,4.595,1.605,0.291,3.57	4.718,2.008,7.986,5.301,1.285	0.001411059765,0.002021138846,0.011793411762,0.001507616071,0.001411059765,0.00105166082,0.001297109167,0.005604055783,0.002021138846,0.00105166082,0.002351518737,0.0010066146,0.011793411762,0.001297109167,0.002351518737,0.00135581445,0.001507616071,0.005604055783,0.0010066146,0.00135581445
sim194	0.488,5.597,2.97,5.471,3.636	8.047,4.64,0.62,4.185,6.444	0.001719007232,0.001348030996,0.001674403772,0.002988164106,0.001719007232,0.002198159564,0.022358736367,0.003961649195,0.001348030996,0.002198159564,0.00242401723,0.001800780109,0.001674403772,0.022358736367,0.00242401723,0.003627051429,0.002988164106,0.003961649195,0.001800780109,0.003627051429
sim195	3.378,6.579,6.678,8.921,7.173	8.397,2.912,1.387,8.282,7.891	0.000865349298,0.000709299703,0.000991233532,0.001435410269,0.000865349298,0.003596095824,0.000938056243,0.001095981873,0.000709299703,0.003596095824,0.000757943366,0.000842518858,0.000991233532,0.000938056243,0.000757943366,0.003068111034,0.001435410269,0.001095981873,0.000842518858,0.003068111034
sim197	7.117,2.042,2.954,6.366,5.245	7.343,1.136,6.616,6.46,8.526	0.001502640422,0.002850831827,0.010393260586,0.005440411521,0.001502640422,0.002168644236,0.001756542619,0.001495805164,0.002850831827,0.002168644236,0.003527271454,0.004039102819,0.010393260586,0.001756542619,0.003527271454,0.005125489351,0.005440411521,0.001495805164,0.004039102819,0.005125489351
sim198	1.008,7.84,5.798,0.456,8.873	8.304,7.349,4.827,9.29,9.786	0.001677997786,0.001955684001,0.010243840382,0.001446326213,0.001677997786,0.003567154719,0.001516144965,0.004373250778,0.001955684001,0.003567154719,0.001662916548,0.00198380906,0.010243840382,0.001516144965,0.001662916548,0.001372875549,0.001446326213,0.004373250778,0.00198380906,0.001372875549
sim212	0.929,2.562,7.856,2.165,2.47	3.133,5.006,7.211,4.72,0.612	0.00068787505,0.000212647508,0.000849756464,0.000578510814,0.00068787505,0.000298057368,0.003493454007,0.000388925494,0.000212647508,0.000298057368,0.0002751502,0.000200671446,0.000849756464,0.003493454007,0.0002751502,0.000414951647,0.000578510814,0.000388925494,0.000200671446,0.000414951647
sim214	5.235,5.087,0.354,1.464,8.452	0.723,1.935,5.072,8.415,5.458	0.0153309407,0.002863377335,0.002185118619,0.003270030568,0.0153309407,0.00329665963,0.002521416308,0.00384231636,0.002863377335,0.00329665963,0.005314213369,0.002308951996,0.002185118619,0.002521416308,0.005314213369,0.002466975116,0.003270030568,0.00384231636,0.002308951996,0.002466975116
sim220	8.108,0.643,7.887,1.557,8.776	1.882,8.627,5.501,9.124,0.691	0.000412752993,0.001145326295,0.000425243836,0.003041032147,0.000412752993,0.000526338852,0.003991454508,0.000365442953,0.001145326295,0.000526338852,0.000569364721,0.000848959962,0.000425243836,0.003991454508,0.000569364721,0.000374083733,0.003041032147,0.000365442953,0.000848959962,0.000374083733
sim222	0.306,6.921,0.62,0.742,1.976	1.139,6.513,1.524,7.147,1.423	0.000173456352,0.0029756469,0.000245415474,0.000872700242,0.000173456352,0.000183941895,0.000238001721,0.000208317012,0.0029756469,0.000183941895,0.000262846482,0.001087204878,0.000245415474,0.000238001721,0.000262846482,0.000252469044,0.000872700242,0.000208317012,0.001087204878,0.000252469044
sim224	5.711,0.405,6.059,3.944,6.618	0.542,8.775,3.765,9.172,3.716	0.000392687655,0.001186480587,0.000436625696,0.001165160896,0.000392687655,0.000509145906,0.001080044828,0.000480051452,0.001186480587,0.000509145906,0.000662469303,0.006854313502,0.000436625696,0.001080044828,0.000662469303,0.000633020176,0.001165160896,0.000480051452,0.006854313502,0.000633020176
sim225	1.229,0.458,0.317,5.91,1.66	3.399,3.174,3.201,9.227,7.978	0.005877585447,0.005058303857,0.000631514237,0.001026396168,0.005877585447,0.032882288205,0.000579478934,0.000953261998,0.005058303857,0.032882288205,0.000574177156,0.00095132128,0.000631514237,0.000579478934,0.000574177156,0.001065672717,0.001026396168,0.000953261998,0.00095132128,0.001065672717
sim230	5.684,8.331,6.424,4.163,0.073	4.901,4.653,4.441,0.763,0.787	0.002508944161,0.007655342718,0.001512982393,0.000958700041,0.002508944161,0.003476360848,0.001169963111,0.000731537122,0.007655342718,0.003476360848,0.001544977132,0.000910350228,0.001512982393,0.001169963111,0.001544977132,0.001630842246,0.000958700041,0.000731537122,0.000910350228,0.001630842246
sim234	7.147,2.373,5.229,3.106,9.733	6.852,1.666,3.305,2.505,6.882	0.001140546503,0.001993743137,0.001354554118,0.003108642918,0.001140546503,0.002441477413,0.007216156581,0.000891209339,0.001993743137,0.002441477413,0.003543611111,0.001397782592,0.001354554118,0.007216156581,0.003543611111,0.001012276287,0.003108642918,0.000891209339,0.001397782592,0.001012276287
sim236	3.77,9.4,1.403,9.886,0.731	2.511,6.152,1.519,6.314,8.044	0.000176957603,0.00046229229,0.000164740917,0.000187949122,0.000176957603,0.000128375146,0.002315993442,0.000133714602,0.00046229229,0.000128375146,0.000121757936,0.000180875919,0.000164740917,0.002315993442,0.000121757936,0.000127343022,0.000187949122,0.000133714602,0.000180875919,0.000127343022
