sim_number	x_coord_loc_0,x_coord_loc_1,x_coord_loc_2,x_coord_loc_3,x_coord_loc_4	y_coord_loc_0,y_coord_loc_1,y_coord_loc_2,y_coord_loc_3,y_coord_loc_4	m_0_1_1_0_z_1,m_0_2_2_0_z_2,m_0_3_3_0_z_3,m_0_4_4_0_z_4,m_1_0_0_1_z_5,m_1_2_2_1_z_7,m_1_3_3_1_z_8,m_1_4_4_1_z_9,m_2_0_0_2_z_10,m_2_1_1_2_z_11,m_2_3_3_2_z_13,m_2_4_4_2_z_14,m_3_0_0_3_z_15,m_3_1_1_3_z_16,m_3_2_2_3_z_17,m_3_4_4_3_z_19,m_4_0_0_4_z_20,m_4_1_1_4_z_21,m_4_2_2_4_z_22,m_4_3_3_4_z_23
sim46	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00483,0.00483,0.00483,0.00483,0.00483,0.00483,0.00483,0.00483,0.00483,0.00483,0.00483,0.00483,0.00483,0.00483,0.00483,0.00483,0.00483,0.00483,0.00483,0.00483
sim49	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00318,0.00318,0.00318,0.00318,0.00318,0.00318,0.00318,0.00318,0.00318,0.00318,0.00318,0.00318,0.00318,0.00318,0.00318,0.00318,0.00318,0.00318,0.00318,0.00318
sim52	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00103,0.00103,0.00103,0.00103,0.00103,0.00103,0.00103,0.00103,0.00103,0.00103,0.00103,0.00103,0.00103,0.00103,0.00103,0.00103,0.00103,0.00103,0.00103,0.00103
sim55	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00202,0.00202,0.00202,0.00202,0.00202,0.00202,0.00202,0.00202,0.00202,0.00202,0.00202,0.00202,0.00202,0.00202,0.00202,0.00202,0.00202,0.00202,0.00202,0.00202
sim59	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00281,0.00281,0.00281,0.00281,0.00281,0.00281,0.00281,0.00281,0.00281,0.00281,0.00281,0.00281,0.00281,0.00281,0.00281,0.00281,0.00281,0.00281,0.00281,0.00281
sim61	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00417,0.00417,0.00417,0.00417,0.00417,0.00417,0.00417,0.00417,0.00417,0.00417,0.00417,0.00417,0.00417,0.00417,0.00417,0.00417,0.00417,0.00417,0.00417,0.00417
sim62	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00188,0.00188,0.00188,0.00188,0.00188,0.00188,0.00188,0.00188,0.00188,0.00188,0.00188,0.00188,0.00188,0.00188,0.00188,0.00188,0.00188,0.00188,0.00188,0.00188
sim64	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00031,0.00031,0.00031,0.00031,0.00031,0.00031,0.00031,0.00031,0.00031,0.00031,0.00031,0.00031,0.00031,0.00031,0.00031,0.00031,0.00031,0.00031,0.00031,0.00031
sim79	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007
sim81	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.0042,0.0042,0.0042,0.0042,0.0042,0.0042,0.0042,0.0042,0.0042,0.0042,0.0042,0.0042,0.0042,0.0042,0.0042,0.0042,0.0042,0.0042,0.0042,0.0042
sim86	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00315,0.00315,0.00315,0.00315,0.00315,0.00315,0.00315,0.00315,0.00315,0.00315,0.00315,0.00315,0.00315,0.00315,0.00315,0.00315,0.00315,0.00315,0.00315,0.00315
sim89	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044
sim97	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00486,0.00486,0.00486,0.00486,0.00486,0.00486,0.00486,0.00486,0.00486,0.00486,0.00486,0.00486,0.00486,0.00486,0.00486,0.00486,0.00486,0.00486,0.00486,0.00486
sim100	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00088,0.00088,0.00088,0.00088,0.00088,0.00088,0.00088,0.00088,0.00088,0.00088,0.00088,0.00088,0.00088,0.00088,0.00088,0.00088,0.00088,0.00088,0.00088,0.00088
sim102	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00096,0.00096,0.00096,0.00096,0.00096,0.00096,0.00096,0.00096,0.00096,0.00096,0.00096,0.00096,0.00096,0.00096,0.00096,0.00096,0.00096,0.00096,0.00096,0.00096
sim105	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00456,0.00456,0.00456,0.00456,0.00456,0.00456,0.00456,0.00456,0.00456,0.00456,0.00456,0.00456,0.00456,0.00456,0.00456,0.00456,0.00456,0.00456,0.00456,0.00456
sim106	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00416,0.00416,0.00416,0.00416,0.00416,0.00416,0.00416,0.00416,0.00416,0.00416,0.00416,0.00416,0.00416,0.00416,0.00416,0.00416,0.00416,0.00416,0.00416,0.00416
sim110	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00285,0.00285,0.00285,0.00285,0.00285,0.00285,0.00285,0.00285,0.00285,0.00285,0.00285,0.00285,0.00285,0.00285,0.00285,0.00285,0.00285,0.00285,0.00285,0.00285
sim112	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00019,0.00019,0.00019,0.00019,0.00019,0.00019,0.00019,0.00019,0.00019,0.00019,0.00019,0.00019,0.00019,0.00019,0.00019,0.00019,0.00019,0.00019,0.00019,0.00019
sim115	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00284,0.00284,0.00284,0.00284,0.00284,0.00284,0.00284,0.00284,0.00284,0.00284,0.00284,0.00284,0.00284,0.00284,0.00284,0.00284,0.00284,0.00284,0.00284,0.00284
sim119	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00213,0.00213,0.00213,0.00213,0.00213,0.00213,0.00213,0.00213,0.00213,0.00213,0.00213,0.00213,0.00213,0.00213,0.00213,0.00213,0.00213,0.00213,0.00213,0.00213
sim120	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.0048,0.0048,0.0048,0.0048,0.0048,0.0048,0.0048,0.0048,0.0048,0.0048,0.0048,0.0048,0.0048,0.0048,0.0048,0.0048,0.0048,0.0048,0.0048,0.0048
sim126	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113,0.00113
sim127	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00162,0.00162,0.00162,0.00162,0.00162,0.00162,0.00162,0.00162,0.00162,0.00162,0.00162,0.00162,0.00162,0.00162,0.00162,0.00162,0.00162,0.00162,0.00162,0.00162
sim134	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00233,0.00233,0.00233,0.00233,0.00233,0.00233,0.00233,0.00233,0.00233,0.00233,0.00233,0.00233,0.00233,0.00233,0.00233,0.00233,0.00233,0.00233,0.00233,0.00233
sim140	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037
sim142	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00031,0.00031,0.00031,0.00031,0.00031,0.00031,0.00031,0.00031,0.00031,0.00031,0.00031,0.00031,0.00031,0.00031,0.00031,0.00031,0.00031,0.00031,0.00031,0.00031
sim145	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015
sim147	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00129,0.00129,0.00129,0.00129,0.00129,0.00129,0.00129,0.00129,0.00129,0.00129,0.00129,0.00129,0.00129,0.00129,0.00129,0.00129,0.00129,0.00129,0.00129,0.00129
sim152	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00492,0.00492,0.00492,0.00492,0.00492,0.00492,0.00492,0.00492,0.00492,0.00492,0.00492,0.00492,0.00492,0.00492,0.00492,0.00492,0.00492,0.00492,0.00492,0.00492
sim154	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00345,0.00345,0.00345,0.00345,0.00345,0.00345,0.00345,0.00345,0.00345,0.00345,0.00345,0.00345,0.00345,0.00345,0.00345,0.00345,0.00345,0.00345,0.00345,0.00345
sim155	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034
sim157	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025
sim158	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00121,0.00121,0.00121,0.00121,0.00121,0.00121,0.00121,0.00121,0.00121,0.00121,0.00121,0.00121,0.00121,0.00121,0.00121,0.00121,0.00121,0.00121,0.00121,0.00121
sim162	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166
sim164	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00324,0.00324,0.00324,0.00324,0.00324,0.00324,0.00324,0.00324,0.00324,0.00324,0.00324,0.00324,0.00324,0.00324,0.00324,0.00324,0.00324,0.00324,0.00324,0.00324
sim171	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00283,0.00283,0.00283,0.00283,0.00283,0.00283,0.00283,0.00283,0.00283,0.00283,0.00283,0.00283,0.00283,0.00283,0.00283,0.00283,0.00283,0.00283,0.00283,0.00283
sim173	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004
sim175	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00358,0.00358,0.00358,0.00358,0.00358,0.00358,0.00358,0.00358,0.00358,0.00358,0.00358,0.00358,0.00358,0.00358,0.00358,0.00358,0.00358,0.00358,0.00358,0.00358
sim183	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00309,0.00309,0.00309,0.00309,0.00309,0.00309,0.00309,0.00309,0.00309,0.00309,0.00309,0.00309,0.00309,0.00309,0.00309,0.00309,0.00309,0.00309,0.00309,0.00309
sim187	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00336,0.00336,0.00336,0.00336,0.00336,0.00336,0.00336,0.00336,0.00336,0.00336,0.00336,0.00336,0.00336,0.00336,0.00336,0.00336,0.00336,0.00336,0.00336,0.00336
sim189	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00393,0.00393,0.00393,0.00393,0.00393,0.00393,0.00393,0.00393,0.00393,0.00393,0.00393,0.00393,0.00393,0.00393,0.00393,0.00393,0.00393,0.00393,0.00393,0.00393
sim192	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126
sim195	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00263,0.00263,0.00263,0.00263,0.00263,0.00263,0.00263,0.00263,0.00263,0.00263,0.00263,0.00263,0.00263,0.00263,0.00263,0.00263,0.00263,0.00263,0.00263,0.00263
sim196	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00236,0.00236,0.00236,0.00236,0.00236,0.00236,0.00236,0.00236,0.00236,0.00236,0.00236,0.00236,0.00236,0.00236,0.00236,0.00236,0.00236,0.00236,0.00236,0.00236
sim203	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00195,0.00195,0.00195,0.00195,0.00195,0.00195,0.00195,0.00195,0.00195,0.00195,0.00195,0.00195,0.00195,0.00195,0.00195,0.00195,0.00195,0.00195,0.00195,0.00195
sim205	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00155,0.00155,0.00155,0.00155,0.00155,0.00155,0.00155,0.00155,0.00155,0.00155,0.00155,0.00155,0.00155,0.00155,0.00155,0.00155,0.00155,0.00155,0.00155,0.00155
sim206	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00024,0.00024,0.00024,0.00024,0.00024,0.00024,0.00024,0.00024,0.00024,0.00024,0.00024,0.00024,0.00024,0.00024,0.00024,0.00024,0.00024,0.00024,0.00024,0.00024
sim210	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00448,0.00448,0.00448,0.00448,0.00448,0.00448,0.00448,0.00448,0.00448,0.00448,0.00448,0.00448,0.00448,0.00448,0.00448,0.00448,0.00448,0.00448,0.00448,0.00448
sim212	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00292,0.00292,0.00292,0.00292,0.00292,0.00292,0.00292,0.00292,0.00292,0.00292,0.00292,0.00292,0.00292,0.00292,0.00292,0.00292,0.00292,0.00292,0.00292,0.00292
sim215	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00447,0.00447,0.00447,0.00447,0.00447,0.00447,0.00447,0.00447,0.00447,0.00447,0.00447,0.00447,0.00447,0.00447,0.00447,0.00447,0.00447,0.00447,0.00447,0.00447
sim216	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00034,0.00034,0.00034,0.00034,0.00034,0.00034,0.00034,0.00034,0.00034,0.00034,0.00034,0.00034,0.00034,0.00034,0.00034,0.00034,0.00034,0.00034,0.00034,0.00034
sim218	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00123,0.00123,0.00123,0.00123,0.00123,0.00123,0.00123,0.00123,0.00123,0.00123,0.00123,0.00123,0.00123,0.00123,0.00123,0.00123,0.00123,0.00123,0.00123,0.00123
sim219	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00499,0.00499,0.00499,0.00499,0.00499,0.00499,0.00499,0.00499,0.00499,0.00499,0.00499,0.00499,0.00499,0.00499,0.00499,0.00499,0.00499,0.00499,0.00499,0.00499
sim221	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.0021,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021
sim228	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00466,0.00466,0.00466,0.00466,0.00466,0.00466,0.00466,0.00466,0.00466,0.00466,0.00466,0.00466,0.00466,0.00466,0.00466,0.00466,0.00466,0.00466,0.00466,0.00466
sim230	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00394,0.00394,0.00394,0.00394,0.00394,0.00394,0.00394,0.00394,0.00394,0.00394,0.00394,0.00394,0.00394,0.00394,0.00394,0.00394,0.00394,0.00394,0.00394,0.00394
sim231	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00205,0.00205,0.00205,0.00205,0.00205,0.00205,0.00205,0.00205,0.00205,0.00205,0.00205,0.00205,0.00205,0.00205,0.00205,0.00205,0.00205,0.00205,0.00205,0.00205
sim234	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00308,0.00308,0.00308,0.00308,0.00308,0.00308,0.00308,0.00308,0.00308,0.00308,0.00308,0.00308,0.00308,0.00308,0.00308,0.00308,0.00308,0.00308,0.00308,0.00308
sim242	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00457,0.00457,0.00457,0.00457,0.00457,0.00457,0.00457,0.00457,0.00457,0.00457,0.00457,0.00457,0.00457,0.00457,0.00457,0.00457,0.00457,0.00457,0.00457,0.00457
sim250	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00284,0.00284,0.00284,0.00284,0.00284,0.00284,0.00284,0.00284,0.00284,0.00284,0.00284,0.00284,0.00284,0.00284,0.00284,0.00284,0.00284,0.00284,0.00284,0.00284
sim256	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00396,0.00396,0.00396,0.00396,0.00396,0.00396,0.00396,0.00396,0.00396,0.00396,0.00396,0.00396,0.00396,0.00396,0.00396,0.00396,0.00396,0.00396,0.00396,0.00396
sim259	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00146,0.00146,0.00146,0.00146,0.00146,0.00146,0.00146,0.00146,0.00146,0.00146,0.00146,0.00146,0.00146,0.00146,0.00146,0.00146,0.00146,0.00146,0.00146,0.00146
sim261	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00255,0.00255,0.00255,0.00255,0.00255,0.00255,0.00255,0.00255,0.00255,0.00255,0.00255,0.00255,0.00255,0.00255,0.00255,0.00255,0.00255,0.00255,0.00255,0.00255
sim262	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083
sim267	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00118,0.00118,0.00118,0.00118,0.00118,0.00118,0.00118,0.00118,0.00118,0.00118,0.00118,0.00118,0.00118,0.00118,0.00118,0.00118,0.00118,0.00118,0.00118,0.00118
sim269	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154
sim272	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00146,0.00146,0.00146,0.00146,0.00146,0.00146,0.00146,0.00146,0.00146,0.00146,0.00146,0.00146,0.00146,0.00146,0.00146,0.00146,0.00146,0.00146,0.00146,0.00146
sim276	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00058,0.00058,0.00058,0.00058,0.00058,0.00058,0.00058,0.00058,0.00058,0.00058,0.00058,0.00058,0.00058,0.00058,0.00058,0.00058,0.00058,0.00058,0.00058,0.00058
sim281	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00323,0.00323,0.00323,0.00323,0.00323,0.00323,0.00323,0.00323,0.00323,0.00323,0.00323,0.00323,0.00323,0.00323,0.00323,0.00323,0.00323,0.00323,0.00323,0.00323
sim283	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00111,0.00111,0.00111,0.00111,0.00111,0.00111,0.00111,0.00111,0.00111,0.00111,0.00111,0.00111,0.00111,0.00111,0.00111,0.00111,0.00111,0.00111,0.00111,0.00111
sim284	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00231,0.00231,0.00231,0.00231,0.00231,0.00231,0.00231,0.00231,0.00231,0.00231,0.00231,0.00231,0.00231,0.00231,0.00231,0.00231,0.00231,0.00231,0.00231,0.00231
sim289	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00311,0.00311,0.00311,0.00311,0.00311,0.00311,0.00311,0.00311,0.00311,0.00311,0.00311,0.00311,0.00311,0.00311,0.00311,0.00311,0.00311,0.00311,0.00311,0.00311
sim293	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00054,0.00054,0.00054,0.00054,0.00054,0.00054,0.00054,0.00054,0.00054,0.00054,0.00054,0.00054,0.00054,0.00054,0.00054,0.00054,0.00054,0.00054,0.00054,0.00054
sim294	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00376,0.00376,0.00376,0.00376,0.00376,0.00376,0.00376,0.00376,0.00376,0.00376,0.00376,0.00376,0.00376,0.00376,0.00376,0.00376,0.00376,0.00376,0.00376,0.00376
sim298	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00278,0.00278,0.00278,0.00278,0.00278,0.00278,0.00278,0.00278,0.00278,0.00278,0.00278,0.00278,0.00278,0.00278,0.00278,0.00278,0.00278,0.00278,0.00278,0.00278
sim299	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00284,0.00284,0.00284,0.00284,0.00284,0.00284,0.00284,0.00284,0.00284,0.00284,0.00284,0.00284,0.00284,0.00284,0.00284,0.00284,0.00284,0.00284,0.00284,0.00284
sim300	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004
sim302	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
sim304	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00162,0.00162,0.00162,0.00162,0.00162,0.00162,0.00162,0.00162,0.00162,0.00162,0.00162,0.00162,0.00162,0.00162,0.00162,0.00162,0.00162,0.00162,0.00162,0.00162
sim307	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00139,0.00139,0.00139,0.00139,0.00139,0.00139,0.00139,0.00139,0.00139,0.00139,0.00139,0.00139,0.00139,0.00139,0.00139,0.00139,0.00139,0.00139,0.00139,0.00139
sim308	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126
sim311	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00063,0.00063,0.00063,0.00063,0.00063,0.00063,0.00063,0.00063,0.00063,0.00063,0.00063,0.00063,0.00063,0.00063,0.00063,0.00063,0.00063,0.00063,0.00063,0.00063
sim313	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00373,0.00373,0.00373,0.00373,0.00373,0.00373,0.00373,0.00373,0.00373,0.00373,0.00373,0.00373,0.00373,0.00373,0.00373,0.00373,0.00373,0.00373,0.00373,0.00373
sim321	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00128,0.00128,0.00128,0.00128,0.00128,0.00128,0.00128,0.00128,0.00128,0.00128,0.00128,0.00128,0.00128,0.00128,0.00128,0.00128,0.00128,0.00128,0.00128,0.00128
sim324	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00379,0.00379,0.00379,0.00379,0.00379,0.00379,0.00379,0.00379,0.00379,0.00379,0.00379,0.00379,0.00379,0.00379,0.00379,0.00379,0.00379,0.00379,0.00379,0.00379
sim325	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00172,0.00172,0.00172,0.00172,0.00172,0.00172,0.00172,0.00172,0.00172,0.00172,0.00172,0.00172,0.00172,0.00172,0.00172,0.00172,0.00172,0.00172,0.00172,0.00172
sim328	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00242,0.00242,0.00242,0.00242,0.00242,0.00242,0.00242,0.00242,0.00242,0.00242,0.00242,0.00242,0.00242,0.00242,0.00242,0.00242,0.00242,0.00242,0.00242,0.00242
sim334	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00075,0.00075,0.00075,0.00075,0.00075,0.00075,0.00075,0.00075,0.00075,0.00075,0.00075,0.00075,0.00075,0.00075,0.00075,0.00075,0.00075,0.00075,0.00075,0.00075
