sim_number	x_coord_loc_0,x_coord_loc_1,x_coord_loc_2,x_coord_loc_3,x_coord_loc_4	y_coord_loc_0,y_coord_loc_1,y_coord_loc_2,y_coord_loc_3,y_coord_loc_4	m_0_1_1_0_z_1,m_0_2_2_0_z_2,m_0_3_3_0_z_3,m_0_4_4_0_z_4,m_1_0_0_1_z_5,m_1_2_2_1_z_7,m_1_3_3_1_z_8,m_1_4_4_1_z_9,m_2_0_0_2_z_10,m_2_1_1_2_z_11,m_2_3_3_2_z_13,m_2_4_4_2_z_14,m_3_0_0_3_z_15,m_3_1_1_3_z_16,m_3_2_2_3_z_17,m_3_4_4_3_z_19,m_4_0_0_4_z_20,m_4_1_1_4_z_21,m_4_2_2_4_z_22,m_4_3_3_4_z_23
sim42	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00143,0.00143,0.00143,0.00143,0.00143,0.00143,0.00143,0.00143,0.00143,0.00143,0.00143,0.00143,0.00143,0.00143,0.00143,0.00143,0.00143,0.00143,0.00143,0.00143
sim48	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00199,0.00199,0.00199,0.00199,0.00199,0.00199,0.00199,0.00199,0.00199,0.00199,0.00199,0.00199,0.00199,0.00199,0.00199,0.00199,0.00199,0.00199,0.00199,0.00199
sim51	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00478,0.00478,0.00478,0.00478,0.00478,0.00478,0.00478,0.00478,0.00478,0.00478,0.00478,0.00478,0.00478,0.00478,0.00478,0.00478,0.00478,0.00478,0.00478,0.00478
sim52	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00302,0.00302,0.00302,0.00302,0.00302,0.00302,0.00302,0.00302,0.00302,0.00302,0.00302,0.00302,0.00302,0.00302,0.00302,0.00302,0.00302,0.00302,0.00302,0.00302
sim54	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00271,0.00271,0.00271,0.00271,0.00271,0.00271,0.00271,0.00271,0.00271,0.00271,0.00271,0.00271,0.00271,0.00271,0.00271,0.00271,0.00271,0.00271,0.00271,0.00271
sim62	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00197,0.00197,0.00197,0.00197,0.00197,0.00197,0.00197,0.00197,0.00197,0.00197,0.00197,0.00197,0.00197,0.00197,0.00197,0.00197,0.00197,0.00197,0.00197,0.00197
sim67	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00472,0.00472,0.00472,0.00472,0.00472,0.00472,0.00472,0.00472,0.00472,0.00472,0.00472,0.00472,0.00472,0.00472,0.00472,0.00472,0.00472,0.00472,0.00472,0.00472
sim69	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038
sim72	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00218,0.00218,0.00218,0.00218,0.00218,0.00218,0.00218,0.00218,0.00218,0.00218,0.00218,0.00218,0.00218,0.00218,0.00218,0.00218,0.00218,0.00218,0.00218,0.00218
sim73	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00019,0.00019,0.00019,0.00019,0.00019,0.00019,0.00019,0.00019,0.00019,0.00019,0.00019,0.00019,0.00019,0.00019,0.00019,0.00019,0.00019,0.00019,0.00019,0.00019
sim76	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00201,0.00201,0.00201,0.00201,0.00201,0.00201,0.00201,0.00201,0.00201,0.00201,0.00201,0.00201,0.00201,0.00201,0.00201,0.00201,0.00201,0.00201,0.00201,0.00201
sim83	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00376,0.00376,0.00376,0.00376,0.00376,0.00376,0.00376,0.00376,0.00376,0.00376,0.00376,0.00376,0.00376,0.00376,0.00376,0.00376,0.00376,0.00376,0.00376,0.00376
sim84	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025
sim85	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00261,0.00261,0.00261,0.00261,0.00261,0.00261,0.00261,0.00261,0.00261,0.00261,0.00261,0.00261,0.00261,0.00261,0.00261,0.00261,0.00261,0.00261,0.00261,0.00261
sim94	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00076,0.00076,0.00076,0.00076,0.00076,0.00076,0.00076,0.00076,0.00076,0.00076,0.00076,0.00076,0.00076,0.00076,0.00076,0.00076,0.00076,0.00076,0.00076,0.00076
sim96	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435
sim99	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
sim101	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00043,0.00043,0.00043,0.00043,0.00043,0.00043,0.00043,0.00043,0.00043,0.00043,0.00043,0.00043,0.00043,0.00043,0.00043,0.00043,0.00043,0.00043,0.00043,0.00043
sim102	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00272,0.00272,0.00272,0.00272,0.00272,0.00272,0.00272,0.00272,0.00272,0.00272,0.00272,0.00272,0.00272,0.00272,0.00272,0.00272,0.00272,0.00272,0.00272,0.00272
sim105	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00204,0.00204,0.00204,0.00204,0.00204,0.00204,0.00204,0.00204,0.00204,0.00204,0.00204,0.00204,0.00204,0.00204,0.00204,0.00204,0.00204,0.00204,0.00204,0.00204
sim107	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
sim108	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00152,0.00152,0.00152,0.00152,0.00152,0.00152,0.00152,0.00152,0.00152,0.00152,0.00152,0.00152,0.00152,0.00152,0.00152,0.00152,0.00152,0.00152,0.00152,0.00152
sim119	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00379,0.00379,0.00379,0.00379,0.00379,0.00379,0.00379,0.00379,0.00379,0.00379,0.00379,0.00379,0.00379,0.00379,0.00379,0.00379,0.00379,0.00379,0.00379,0.00379
sim120	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178
sim124	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00395,0.00395,0.00395,0.00395,0.00395,0.00395,0.00395,0.00395,0.00395,0.00395,0.00395,0.00395,0.00395,0.00395,0.00395,0.00395,0.00395,0.00395,0.00395,0.00395
sim125	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00401,0.00401,0.00401,0.00401,0.00401,0.00401,0.00401,0.00401,0.00401,0.00401,0.00401,0.00401,0.00401,0.00401,0.00401,0.00401,0.00401,0.00401,0.00401,0.00401
sim132	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00227,0.00227,0.00227,0.00227,0.00227,0.00227,0.00227,0.00227,0.00227,0.00227,0.00227,0.00227,0.00227,0.00227,0.00227,0.00227,0.00227,0.00227,0.00227,0.00227
sim139	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00483,0.00483,0.00483,0.00483,0.00483,0.00483,0.00483,0.00483,0.00483,0.00483,0.00483,0.00483,0.00483,0.00483,0.00483,0.00483,0.00483,0.00483,0.00483,0.00483
sim141	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00263,0.00263,0.00263,0.00263,0.00263,0.00263,0.00263,0.00263,0.00263,0.00263,0.00263,0.00263,0.00263,0.00263,0.00263,0.00263,0.00263,0.00263,0.00263,0.00263
sim143	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00319,0.00319,0.00319,0.00319,0.00319,0.00319,0.00319,0.00319,0.00319,0.00319,0.00319,0.00319,0.00319,0.00319,0.00319,0.00319,0.00319,0.00319,0.00319,0.00319
sim144	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024
sim149	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022
sim152	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00393,0.00393,0.00393,0.00393,0.00393,0.00393,0.00393,0.00393,0.00393,0.00393,0.00393,0.00393,0.00393,0.00393,0.00393,0.00393,0.00393,0.00393,0.00393,0.00393
sim153	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00358,0.00358,0.00358,0.00358,0.00358,0.00358,0.00358,0.00358,0.00358,0.00358,0.00358,0.00358,0.00358,0.00358,0.00358,0.00358,0.00358,0.00358,0.00358,0.00358
sim156	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425
sim157	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00218,0.00218,0.00218,0.00218,0.00218,0.00218,0.00218,0.00218,0.00218,0.00218,0.00218,0.00218,0.00218,0.00218,0.00218,0.00218,0.00218,0.00218,0.00218,0.00218
sim160	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00293,0.00293,0.00293,0.00293,0.00293,0.00293,0.00293,0.00293,0.00293,0.00293,0.00293,0.00293,0.00293,0.00293,0.00293,0.00293,0.00293,0.00293,0.00293,0.00293
sim163	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00266,0.00266,0.00266,0.00266,0.00266,0.00266,0.00266,0.00266,0.00266,0.00266,0.00266,0.00266,0.00266,0.00266,0.00266,0.00266,0.00266,0.00266,0.00266,0.00266
sim175	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00148,0.00148,0.00148,0.00148,0.00148,0.00148,0.00148,0.00148,0.00148,0.00148,0.00148,0.00148,0.00148,0.00148,0.00148,0.00148,0.00148,0.00148,0.00148,0.00148
sim183	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329
sim192	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00024,0.00024,0.00024,0.00024,0.00024,0.00024,0.00024,0.00024,0.00024,0.00024,0.00024,0.00024,0.00024,0.00024,0.00024,0.00024,0.00024,0.00024,0.00024,0.00024
sim195	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176
sim199	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00061,0.00061,0.00061,0.00061,0.00061,0.00061,0.00061,0.00061,0.00061,0.00061,0.00061,0.00061,0.00061,0.00061,0.00061,0.00061,0.00061,0.00061,0.00061,0.00061
sim201	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00358,0.00358,0.00358,0.00358,0.00358,0.00358,0.00358,0.00358,0.00358,0.00358,0.00358,0.00358,0.00358,0.00358,0.00358,0.00358,0.00358,0.00358,0.00358,0.00358
sim202	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00418,0.00418,0.00418,0.00418,0.00418,0.00418,0.00418,0.00418,0.00418,0.00418,0.00418,0.00418,0.00418,0.00418,0.00418,0.00418,0.00418,0.00418,0.00418,0.00418
sim203	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452,0.00452
sim207	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00064,0.00064,0.00064,0.00064,0.00064,0.00064,0.00064,0.00064,0.00064,0.00064,0.00064,0.00064,0.00064,0.00064,0.00064,0.00064,0.00064,0.00064,0.00064,0.00064
sim210	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00018,0.00018,0.00018,0.00018,0.00018,0.00018,0.00018,0.00018,0.00018,0.00018,0.00018,0.00018,0.00018,0.00018,0.00018,0.00018,0.00018,0.00018,0.00018,0.00018
sim216	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00131,0.00131,0.00131,0.00131,0.00131,0.00131,0.00131,0.00131,0.00131,0.00131,0.00131,0.00131,0.00131,0.00131,0.00131,0.00131,0.00131,0.00131,0.00131,0.00131
sim219	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435
sim220	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00364,0.00364,0.00364,0.00364,0.00364,0.00364,0.00364,0.00364,0.00364,0.00364,0.00364,0.00364,0.00364,0.00364,0.00364,0.00364,0.00364,0.00364,0.00364,0.00364
sim224	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00052,0.00052,0.00052,0.00052,0.00052,0.00052,0.00052,0.00052,0.00052,0.00052,0.00052,0.00052,0.00052,0.00052,0.00052,0.00052,0.00052,0.00052,0.00052,0.00052
sim225	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00185,0.00185,0.00185,0.00185,0.00185,0.00185,0.00185,0.00185,0.00185,0.00185,0.00185,0.00185,0.00185,0.00185,0.00185,0.00185,0.00185,0.00185,0.00185,0.00185
sim226	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00245,0.00245,0.00245,0.00245,0.00245,0.00245,0.00245,0.00245,0.00245,0.00245,0.00245,0.00245,0.00245,0.00245,0.00245,0.00245,0.00245,0.00245,0.00245,0.00245
sim230	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007
sim231	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00442,0.00442,0.00442,0.00442,0.00442,0.00442,0.00442,0.00442,0.00442,0.00442,0.00442,0.00442,0.00442,0.00442,0.00442,0.00442,0.00442,0.00442,0.00442,0.00442
sim234	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00275,0.00275,0.00275,0.00275,0.00275,0.00275,0.00275,0.00275,0.00275,0.00275,0.00275,0.00275,0.00275,0.00275,0.00275,0.00275,0.00275,0.00275,0.00275,0.00275
sim235	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048
sim239	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00457,0.00457,0.00457,0.00457,0.00457,0.00457,0.00457,0.00457,0.00457,0.00457,0.00457,0.00457,0.00457,0.00457,0.00457,0.00457,0.00457,0.00457,0.00457,0.00457
sim242	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00279,0.00279,0.00279,0.00279,0.00279,0.00279,0.00279,0.00279,0.00279,0.00279,0.00279,0.00279,0.00279,0.00279,0.00279,0.00279,0.00279,0.00279,0.00279,0.00279
sim247	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00236,0.00236,0.00236,0.00236,0.00236,0.00236,0.00236,0.00236,0.00236,0.00236,0.00236,0.00236,0.00236,0.00236,0.00236,0.00236,0.00236,0.00236,0.00236,0.00236
sim248	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00363,0.00363,0.00363,0.00363,0.00363,0.00363,0.00363,0.00363,0.00363,0.00363,0.00363,0.00363,0.00363,0.00363,0.00363,0.00363,0.00363,0.00363,0.00363,0.00363
sim249	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00277,0.00277,0.00277,0.00277,0.00277,0.00277,0.00277,0.00277,0.00277,0.00277,0.00277,0.00277,0.00277,0.00277,0.00277,0.00277,0.00277,0.00277,0.00277,0.00277
sim254	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00105,0.00105,0.00105,0.00105,0.00105,0.00105,0.00105,0.00105,0.00105,0.00105,0.00105,0.00105,0.00105,0.00105,0.00105,0.00105,0.00105,0.00105,0.00105,0.00105
sim256	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00311,0.00311,0.00311,0.00311,0.00311,0.00311,0.00311,0.00311,0.00311,0.00311,0.00311,0.00311,0.00311,0.00311,0.00311,0.00311,0.00311,0.00311,0.00311,0.00311
sim259	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.0035,0.0035,0.0035,0.0035,0.0035,0.0035,0.0035,0.0035,0.0035,0.0035,0.0035,0.0035,0.0035,0.0035,0.0035,0.0035,0.0035,0.0035,0.0035,0.0035
sim262	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00492,0.00492,0.00492,0.00492,0.00492,0.00492,0.00492,0.00492,0.00492,0.00492,0.00492,0.00492,0.00492,0.00492,0.00492,0.00492,0.00492,0.00492,0.00492,0.00492
sim268	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00028,0.00028,0.00028,0.00028,0.00028,0.00028,0.00028,0.00028,0.00028,0.00028,0.00028,0.00028,0.00028,0.00028,0.00028,0.00028,0.00028,0.00028,0.00028,0.00028
sim277	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00285,0.00285,0.00285,0.00285,0.00285,0.00285,0.00285,0.00285,0.00285,0.00285,0.00285,0.00285,0.00285,0.00285,0.00285,0.00285,0.00285,0.00285,0.00285,0.00285
sim278	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00315,0.00315,0.00315,0.00315,0.00315,0.00315,0.00315,0.00315,0.00315,0.00315,0.00315,0.00315,0.00315,0.00315,0.00315,0.00315,0.00315,0.00315,0.00315,0.00315
sim279	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00455,0.00455,0.00455,0.00455,0.00455,0.00455,0.00455,0.00455,0.00455,0.00455,0.00455,0.00455,0.00455,0.00455,0.00455,0.00455,0.00455,0.00455,0.00455,0.00455
sim280	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00315,0.00315,0.00315,0.00315,0.00315,0.00315,0.00315,0.00315,0.00315,0.00315,0.00315,0.00315,0.00315,0.00315,0.00315,0.00315,0.00315,0.00315,0.00315,0.00315
sim282	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00302,0.00302,0.00302,0.00302,0.00302,0.00302,0.00302,0.00302,0.00302,0.00302,0.00302,0.00302,0.00302,0.00302,0.00302,0.00302,0.00302,0.00302,0.00302,0.00302
sim284	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435,0.00435
sim285	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125
sim291	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00324,0.00324,0.00324,0.00324,0.00324,0.00324,0.00324,0.00324,0.00324,0.00324,0.00324,0.00324,0.00324,0.00324,0.00324,0.00324,0.00324,0.00324,0.00324,0.00324
sim298	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00282,0.00282,0.00282,0.00282,0.00282,0.00282,0.00282,0.00282,0.00282,0.00282,0.00282,0.00282,0.00282,0.00282,0.00282,0.00282,0.00282,0.00282,0.00282,0.00282
sim301	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126
sim306	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00212,0.00212,0.00212,0.00212,0.00212,0.00212,0.00212,0.00212,0.00212,0.00212,0.00212,0.00212,0.00212,0.00212,0.00212,0.00212,0.00212,0.00212,0.00212,0.00212
sim312	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00274,0.00274,0.00274,0.00274,0.00274,0.00274,0.00274,0.00274,0.00274,0.00274,0.00274,0.00274,0.00274,0.00274,0.00274,0.00274,0.00274,0.00274,0.00274,0.00274
sim314	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00225,0.00225,0.00225,0.00225,0.00225,0.00225,0.00225,0.00225,0.00225,0.00225,0.00225,0.00225,0.00225,0.00225,0.00225,0.00225,0.00225,0.00225,0.00225,0.00225
sim317	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00266,0.00266,0.00266,0.00266,0.00266,0.00266,0.00266,0.00266,0.00266,0.00266,0.00266,0.00266,0.00266,0.00266,0.00266,0.00266,0.00266,0.00266,0.00266,0.00266
sim325	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007
sim326	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125
sim333	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00252,0.00252,0.00252,0.00252,0.00252,0.00252,0.00252,0.00252,0.00252,0.00252,0.00252,0.00252,0.00252,0.00252,0.00252,0.00252,0.00252,0.00252,0.00252,0.00252
sim334	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00317,0.00317,0.00317,0.00317,0.00317,0.00317,0.00317,0.00317,0.00317,0.00317,0.00317,0.00317,0.00317,0.00317,0.00317,0.00317,0.00317,0.00317,0.00317,0.00317
sim336	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00399,0.00399,0.00399,0.00399,0.00399,0.00399,0.00399,0.00399,0.00399,0.00399,0.00399,0.00399,0.00399,0.00399,0.00399,0.00399,0.00399,0.00399,0.00399,0.00399
sim338	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00069,0.00069,0.00069,0.00069,0.00069,0.00069,0.00069,0.00069,0.00069,0.00069,0.00069,0.00069,0.00069,0.00069,0.00069,0.00069,0.00069,0.00069,0.00069,0.00069
