sim_number	index_location_0,index_location_1,index_location_2,index_location_3,index_location_4	R_0_0,R_0_1,R_0_2,R_0_3,R_0_4	S_0_0,S_0_1,S_0_2,S_0_3,S_0_4	beta_0,beta_1,beta_2,beta_3,beta_4 	mu	sampling_rate_0,sampling_rate_1,sampling_rate_2,sampling_rate_3,sampling_rate_4	max_tips	mean_migration_rate	 tree_length	num_tips	mean_branch_length	loc0_imports_per_capita_from_0,loc0_imports_per_capita_from_1,loc0_imports_per_capita_from_2,loc0_imports_per_capita_from_3,loc0_imports_per_capita_from_4:loc1_imports_per_capita_from_0,loc1_imports_per_capita_from_1,loc1_imports_per_capita_from_2,loc1_imports_per_capita_from_3,loc1_imports_per_capita_from_4:loc2_imports_per_capita_from_0,loc2_imports_per_capita_from_1,loc2_imports_per_capita_from_2,loc2_imports_per_capita_from_3,loc2_imports_per_capita_from_4:loc3_imports_per_capita_from_0,loc3_imports_per_capita_from_1,loc3_imports_per_capita_from_2,loc3_imports_per_capita_from_3,loc3_imports_per_capita_from_4:loc4_imports_per_capita_from_0,loc4_imports_per_capita_from_1,loc4_imports_per_capita_from_2,loc4_imports_per_capita_from_3,loc4_imports_per_capita_from_4	 infections_per_capita_0,infections_per_capita_1,infections_per_capita_2,infections_per_capita_3,infections_per_capita_4	time_of_first_import_0,time_of_first_import_1,time_of_first_import_2,time_of_first_import_3,time_of_first_import_4	proportion_tips_sampled 	time_of_mass_sample	runtime	num_I_at_mass_sample_time	num_extant_sampled
sim42	0,0,1,0,0	3.22004,3.22004,3.22004,3.22004,3.22004	1000000,1000000,1000000,1000000,1000000	0.000000102976,0.000000102976,0.000000102976,0.000000102976,0.000000102976	.02742	.00456,.00456,.00456,.00456,.00456	499	.00143	100.00000668	40	14.13300599	0,0,0,0,0:0,0,1e-05,0,0:0,0,0,0,0:0,0,0,0,0:0,1e-05,0,0,0	0.000121,0.000386,0.000215,1.2e-05,5.6e-05	59.88610484,33.5062334,0,74.79896538,49.36221905	1	100	100	532	3
sim48	0,0,0,1,0	4.98374,4.98374,4.98374,4.98374,4.98374	1000000,1000000,1000000,1000000,1000000	0.000000114326,0.000000114326,0.000000114326,0.000000114326,0.000000114326	.01830	.00464,.00464,.00464,.00464,.00464	499	.00199	100.00000968	275	13.53378891	0,1e-05,0,7e-05,1e-05:0,0,1e-05,8e-05,1e-05:0,1e-05,0,7e-05,2e-05:0,0,1e-05,0,2e-05:0,1e-05,1e-05,8e-05,0	0.000238,0.000423,0.000336,0.004145,0.000688	59.07929431,44.18513216,40.40166121,0,57.07652322	1	100	100	4700	52
sim51	0,0,1,0,0	5.24102,5.24102,5.24102,5.24102,5.24102	1000000,1000000,1000000,1000000,1000000	0.000000119233,0.000000119233,0.000000119233,0.000000119233,0.000000119233	.01799	.00476,.00476,.00476,.00476,.00476	499	.00478	100.00000995	499	17.61035671	0,0.00025,0.00072,2e-04,0.00022:0.00027,0,0.00073,0.00022,0.00021:0.00029,0.00024,0,0.00021,0.00023:0.00026,0.00024,0.00076,0,0.00025:0.00027,0.00026,0.00071,2e-04,0	0.006401,0.006305,0.018117,0.005097,0.005559	31.49236554,30.22597386,0,21.04740812,27.0021054	0.246785	100	100	33555	94
sim52	0,1,0,0,0	4.46390,4.46390,4.46390,4.46390,4.46390	1000000,1000000,1000000,1000000,1000000	0.000000092134,0.000000092134,0.000000092134,0.000000092134,0.000000092134	.02034	.00030,.00030,.00030,.00030,.00030	499	.00302	100.00000997	33	28.63984608	0,8e-05,1e-05,2e-05,1e-05:1e-05,0,2e-05,2e-05,1e-05:1e-05,7e-05,0,2e-05,2e-05:2e-05,7e-05,1e-05,0,1e-05:1e-05,7e-05,0,2e-05,0	0.000308,0.002104,0.000281,0.000584,0.000354	45.52268611,0,49.48586206,32.60005766,29.58021688	1	100	100	2803	25
sim54	0,0,0,1,0	2.20430,2.20430,2.20430,2.20430,2.20430	1000000,1000000,1000000,1000000,1000000	0.000000116894,0.000000116894,0.000000116894,0.000000116894,0.000000116894	.04986	.00317,.00317,.00317,.00317,.00317	499	.00271	100.00000974	72	16.24821298	0,1e-05,0,3e-05,1e-05:0,0,1e-05,2e-05,0:0,0,0,4e-05,1e-05:0,1e-05,0,0,1e-05:0,1e-05,1e-05,3e-05,0	7e-05,0.000288,0.000225,0.001542,0.000233	55.88876406,43.66290133,47.71272828,0,10.83142121	1	100	100	1308	19
sim62	0,0,0,1,0	3.66740,3.66740,3.66740,3.66740,3.66740	1000000,1000000,1000000,1000000,1000000	0.000000103310,0.000000103310,0.000000103310,0.000000103310,0.000000103310	.02702	.00115,.00115,.00115,.00115,.00115	499	.00197	100.00000851	22	17.46659532	0,0,0,2e-05,0:0,0,0,2e-05,0:0,0,0,2e-05,0:0,0,0,0,0:0,0,0,1e-05,0	6.3e-05,3.8e-05,4.8e-05,0.000943,2.1e-05	47.1261692,71.45404643,68.75438819,0,55.42842489	1	100	100	819	7
sim67	0,0,0,0,1	2.48396,2.48396,2.48396,2.48396,2.48396	1000000,1000000,1000000,1000000,1000000	0.000000121937,0.000000121937,0.000000121937,0.000000121937,0.000000121937	.04801	.00108,.00108,.00108,.00108,.00108	499	.00472	100.00000898	76	21.08674046	0,3e-05,3e-05,3e-05,8e-05:2e-05,0,3e-05,3e-05,8e-05:3e-05,3e-05,0,3e-05,8e-05:4e-05,4e-05,4e-05,0,8e-05:2e-05,3e-05,3e-05,3e-05,0	0.000913,0.000818,9e-04,0.000803,0.002124	32.545523,28.46505905,20.62943281,35.24455133,0	1	100	100	3296	29
sim69	0,0,0,0,1	2.98934,2.98934,2.98934,2.98934,2.98934	1000000,1000000,1000000,1000000,1000000	0.000000115777,0.000000115777,0.000000115777,0.000000115777,0.000000115777	.03500	.00373,.00373,.00373,.00373,.00373	499	.00380	100.00000962	214	13.72033588	0,3e-05,2e-05,2e-05,9e-05:2e-05,0,2e-05,1e-05,9e-05:2e-05,2e-05,0,2e-05,9e-05:2e-05,2e-05,2e-05,0,9e-05:2e-05,1e-05,3e-05,2e-05,0	0.000673,0.000633,0.000692,0.00047,0.003153	34.29469973,35.1452143,33.53216333,38.83051214,0	1	100	100	3826	38
sim72	0,0,0,1,0	6.49370,6.49370,6.49370,6.49370,6.49370	1000000,1000000,1000000,1000000,1000000	0.000000115328,0.000000115328,0.000000115328,0.000000115328,0.000000115328	.01542	.00234,.00234,.00234,.00234,.00234	499	.00218	100.00000994	414	14.83036206	0,4e-05,2e-05,0.00014,2e-05:1e-05,0,2e-05,0.00017,2e-05:2e-05,4e-05,0,0.00017,1e-05:2e-05,4e-05,3e-05,0,2e-05:1e-05,4e-05,3e-05,0.00015,0	0.000753,0.002351,0.00138,0.008472,0.000789	42.99551248,44.99250937,47.35259803,0,47.15856389	1	100	100	11647	117
sim73	0,0,0,0,1	3.63002,3.63002,3.63002,3.63002,3.63002	1000000,1000000,1000000,1000000,1000000	0.000000162624,0.000000162624,0.000000162624,0.000000162624,0.000000162624	.04299	.00181,.00181,.00181,.00181,.00181	499	.00019	100.00000997	430	12.82738780	0,0,0,0,3e-05:0,0,0,0,3e-05:0,0,0,0,2e-05:0,0,0,0,4e-05:0,0,0,0,0	9.3e-05,0.000158,0.000266,0.000167,0.022846	46.25355798,76.00226009,56.66353295,63.36905646,0	1	100	100	16967	168
sim76	0,0,0,0,1	2.54126,2.54126,2.54126,2.54126,2.54126	1000000,1000000,1000000,1000000,1000000	0.000000133390,0.000000133390,0.000000133390,0.000000133390,0.000000133390	.04855	.00394,.00394,.00394,.00394,.00394	499	.00201	100.00000992	168	13.24439581	0,1e-05,2e-05,1e-05,0:3e-05,0,2e-05,1e-05,0:4e-05,1e-05,0,1e-05,0:4e-05,1e-05,2e-05,0,0:3e-05,1e-05,2e-05,1e-05,0	0.002164,0.000448,0.001219,5e-04,0.000227	24.64726891,58.1871013,3.79598331,54.06890487,0	1	100	100	2700	37
sim83	0,1,0,0,0	3.42566,3.42566,3.42566,3.42566,3.42566	1000000,1000000,1000000,1000000,1000000	0.000000160492,0.000000160492,0.000000160492,0.000000160492,0.000000160492	.04473	.00212,.00212,.00212,.00212,.00212	499	.00376	100.00000989	499	12.53262105	0,6e-05,0.00024,6e-05,0.00015:6e-05,0,0.00021,7e-05,0.00015:8e-05,6e-05,0,6e-05,0.00013:8e-05,5e-05,0.00024,0,0.00014:6e-05,5e-05,2e-04,6e-05,0	0.002612,0.002433,0.009474,0.002537,0.006499	35.50196124,0,1.24729182,44.69018662,25.04107231	0.96332	100	100	16612	169
sim84	0,1,0,0,0	3.54926,3.54926,3.54926,3.54926,3.54926	1000000,1000000,1000000,1000000,1000000	0.000000132990,0.000000132990,0.000000132990,0.000000132990,0.000000132990	.03526	.00221,.00221,.00221,.00221,.00221	499	.00250	100.00000996	129	14.84565355	0,1e-05,6e-05,1e-05,1e-05:1e-05,0,6e-05,1e-05,2e-05:1e-05,1e-05,0,1e-05,2e-05:1e-05,1e-05,5e-05,0,1e-05:1e-05,0,7e-05,1e-05,0	0.000762,0.000406,0.003187,0.000466,0.000715	52.13900274,0,18.93940727,49.03615482,40.84912918	1	100	100	4036	52
sim85	0,0,1,0,0	3.08966,3.08966,3.08966,3.08966,3.08966	1000000,1000000,1000000,1000000,1000000	0.000000085738,0.000000085738,0.000000085738,0.000000085738,0.000000085738	.02400	.00375,.00375,.00375,.00375,.00375	499	.00261	100.00000899	41	17.39490060	0,0,2e-05,0,0:0,0,2e-05,0,0:1e-05,0,0,0,0:1e-05,0,1e-05,0,0:1e-05,0,1e-05,0,0	0.000265,5.5e-05,0.000482,2.9e-05,4.9e-05	29.94375536,36.81146969,0,55.28890853,59.01323249	1	100	100	604	5
sim94	0,0,0,0,1	4.31066,4.31066,4.31066,4.31066,4.31066	1000000,1000000,1000000,1000000,1000000	0.000000131044,0.000000131044,0.000000131044,0.000000131044,0.000000131044	.02862	.00178,.00178,.00178,.00178,.00178	499	.00076	100.00000993	239	15.34829666	0,0,0,1e-05,6e-05:0,0,0,0,5e-05:0,0,0,0,5e-05:0,0,0,0,6e-05:1e-05,0,0,0,0	0.000242,0.00037,0.000518,0.000536,0.009628	59.95867254,57.23855703,58.23975799,53.39431532,0	1	100	100	8674	85
sim96	1,0,0,0,0	3.06584,3.06584,3.06584,3.06584,3.06584	1000000,1000000,1000000,1000000,1000000	0.000000147620,0.000000147620,0.000000147620,0.000000147620,0.000000147620	.04494	.00321,.00321,.00321,.00321,.00321	499	.00435	100.00000935	70	12.89628869	0,2e-05,2e-05,1e-05,1e-05:0,0,1e-05,1e-05,3e-05:1e-05,2e-05,0,1e-05,2e-05:0,2e-05,1e-05,0,1e-05:0,1e-05,2e-05,1e-05,0	0.00018,0.000642,0.000486,0.00029,0.000598	0,39.76058846,1.33695396,46.35258605,24.73661778	1	100	100	1477	20
sim99	0,0,0,1,0	2.96678,2.96678,2.96678,2.96678,2.96678	1000000,1000000,1000000,1000000,1000000	0.000000103807,0.000000103807,0.000000103807,0.000000103807,0.000000103807	.03279	.00220,.00220,.00220,.00220,.00220	499	.00030	100.00000932	28	17.92373367	0,0,0,0,0:0,0,0,0,0:0,0,0,0,0:0,0,0,0,0:0,0,0,0,0	0,3e-06,2.4e-05,0.000897,0	95.82869977,80.16769784,72.35926549,0,99.5867626	1	100	100	635	9
sim101	0,0,0,0,1	4.32824,4.32824,4.32824,4.32824,4.32824	1000000,1000000,1000000,1000000,1000000	0.000000098597,0.000000098597,0.000000098597,0.000000098597,0.000000098597	.01932	.00346,.00346,.00346,.00346,.00346	499	.00043	100.00000995	187	15.11480297	0,0,0,0,1e-05:0,0,0,0,2e-05:0,0,0,0,1e-05:0,0,0,0,2e-05:0,0,0,0,0	2.8e-05,0.000169,4.9e-05,0.000129,0.004099	68.38907259,58.21649847,61.02083307,69.94252773,0	1	100	100	3479	34
sim102	0,0,1,0,0	3.07118,3.07118,3.07118,3.07118,3.07118	1000000,1000000,1000000,1000000,1000000	0.000000066675,0.000000066675,0.000000066675,0.000000066675,0.000000066675	.01771	.00400,.00400,.00400,.00400,.00400	499	.00272	100.00000739	22	18.39965929	0,0,1e-05,0,0:0,0,1e-05,0,0:0,0,0,0,0:0,0,1e-05,0,0:0,0,1e-05,0,0	6e-06,3.1e-05,0.000228,2.5e-05,1.2e-05	71.99017657,47.02810535,0,61.60154519,52.80498306	1	100	100	215	1
sim105	0,0,1,0,0	7.27502,7.27502,7.27502,7.27502,7.27502	1000000,1000000,1000000,1000000,1000000	0.000000105778,0.000000105778,0.000000105778,0.000000105778,0.000000105778	.01134	.00320,.00320,.00320,.00320,.00320	499	.00204	100.00000999	499	19.62344194	0,0.00028,0.00021,0.00011,0.00019:0.00013,0,0.00023,9e-05,0.00018:0.00012,0.00028,0,9e-05,0.00019:0.00012,0.00029,0.00023,0,2e-04:0.00013,0.00027,0.00022,1e-04,0	0.006092,0.014248,0.011367,0.004984,0.010076	28.67400939,3.06598329,0,26.20466862,8.55699106	0.277994	100	100	40336	106
sim107	1,0,0,0,0	4.01234,4.01234,4.01234,4.01234,4.01234	1000000,1000000,1000000,1000000,1000000	0.000000097981,0.000000097981,0.000000097981,0.000000097981,0.000000097981	.02090	.00352,.00352,.00352,.00352,.00352	499	.00050	100.00000833	35	17.32325450	0,0,0,0,0:0,0,0,0,0:1e-05,0,0,0,0:0,0,0,0,0:1e-05,0,0,0,0	0.000852,0,2.1e-05,0,1.1e-05	0,85.35978319,59.11109615,90.54436354,68.02951477	1	100	100	676	6
sim108	0,0,1,0,0	2.73734,2.73734,2.73734,2.73734,2.73734	1000000,1000000,1000000,1000000,1000000	0.000000131063,0.000000131063,0.000000131063,0.000000131063,0.000000131063	.04457	.00331,.00331,.00331,.00331,.00331	499	.00152	100.00000807	45	14.22871074	0,0,1e-05,0,0:0,0,1e-05,0,0:0,0,0,0,0:0,0,1e-05,0,0:0,0,1e-05,0,0	3.1e-05,3e-06,0.001189,1.4e-05,0.000103	83.69238178,74.31298362,0,86.48983793,73.53963096	1	100	100	903	8
sim119	0,0,0,0,1	3.87722,3.87722,3.87722,3.87722,3.87722	1000000,1000000,1000000,1000000,1000000	0.000000100148,0.000000100148,0.000000100148,0.000000100148,0.000000100148	.02519	.00064,.00064,.00064,.00064,.00064	499	.00379	100.00000987	96	25.59221755	0,4e-05,5e-05,3e-05,0.00015:5e-05,0,3e-05,3e-05,0.00014:5e-05,3e-05,0,3e-05,0.00012:4e-05,3e-05,5e-05,0,1e-04:4e-05,3e-05,5e-05,2e-05,0	0.001219,0.000874,0.001316,0.000673,0.003922	15.01032635,28.50557115,15.42671422,36.60497016,0	1	100	100	5993	51
sim120	0,0,1,0,0	4.10174,4.10174,4.10174,4.10174,4.10174	1000000,1000000,1000000,1000000,1000000	0.000000133306,0.000000133306,0.000000133306,0.000000133306,0.000000133306	.03063	.00187,.00187,.00187,.00187,.00187	499	.00178	100.00000996	499	17.00140561	0,4e-05,2e-05,4e-05,0.00035:5e-05,0,2e-05,4e-05,0.00035:5e-05,5e-05,0,4e-05,0.00036:4e-05,4e-05,3e-05,0,0.00032:4e-05,4e-05,3e-05,5e-05,0	0.003609,0.003575,0.002194,0.003127,0.025814	24.2139283,40.44961276,0,34.04706038,0.34536956	0.616811	100	100	28869	167
sim124	0,0,1,0,0	4.10096,4.10096,4.10096,4.10096,4.10096	1000000,1000000,1000000,1000000,1000000	0.000000130123,0.000000130123,0.000000130123,0.000000130123,0.000000130123	.02730	.00443,.00443,.00443,.00443,.00443	499	.00395	100.00000999	209	11.83061546	0,3e-05,6e-05,2e-05,2e-05:1e-05,0,5e-05,1e-05,2e-05:2e-05,4e-05,0,2e-05,2e-05:2e-05,1e-05,7e-05,0,2e-05:2e-05,3e-05,6e-05,2e-05,0	0.000583,0.000915,0.002185,0.000524,0.000825	49.14946762,44.2591772,0,41.63811858,20.2739397	1	100	100	3769	47
sim125	0,0,0,1,0	4.47656,4.47656,4.47656,4.47656,4.47656	1000000,1000000,1000000,1000000,1000000	0.000000085278,0.000000085278,0.000000085278,0.000000085278,0.000000085278	.01462	.00443,.00443,.00443,.00443,.00443	499	.00401	100.00000986	159	15.16428185	0,1e-05,2e-05,2e-05,2e-05:4e-05,0,2e-05,2e-05,1e-05:3e-05,1e-05,0,3e-05,2e-05:3e-05,1e-05,2e-05,0,2e-05:4e-05,1e-05,2e-05,3e-05,0	0.000874,0.000263,0.00043,0.000477,0.000305	13.80574935,43.91654545,27.63137551,0,34.76941005	1	100	100	1805	21
sim132	0,0,0,0,1	7.33034,7.33034,7.33034,7.33034,7.33034	1000000,1000000,1000000,1000000,1000000	0.000000082906,0.000000082906,0.000000082906,0.000000082906,0.000000082906	.01091	.00040,.00040,.00040,.00040,.00040	499	.00227	100.00000889	25	26.88138857	0,0,1e-05,0,2e-05:0,0,1e-05,0,2e-05:1e-05,0,0,0,3e-05:0,0,0,0,3e-05:0,1e-05,0,0,0	0.000132,9.7e-05,0.000383,0.000124,0.000946	49.72286414,49.44068707,33.10448009,48.96897885,0	1	100	100	1448	16
sim139	1,0,0,0,0	5.77148,5.77148,5.77148,5.77148,5.77148	1000000,1000000,1000000,1000000,1000000	0.000000095864,0.000000095864,0.000000095864,0.000000095864,0.000000095864	.01472	.00189,.00189,.00189,.00189,.00189	499	.00483	100.00000883	41	18.78157998	0,1e-05,1e-05,1e-05,1e-05:2e-05,0,0,1e-05,1e-05:2e-05,1e-05,0,1e-05,1e-05:3e-05,1e-05,0,0,1e-05:3e-05,1e-05,0,2e-05,0	0.000472,0.000273,8.6e-05,0.000166,0.000229	0,50.45321528,48.89655489,44.04661114,57.77405827	1	100	100	1023	13
sim141	0,0,0,1,0	2.88860,2.88860,2.88860,2.88860,2.88860	1000000,1000000,1000000,1000000,1000000	0.000000147029,0.000000147029,0.000000147029,0.000000147029,0.000000147029	.04886	.00204,.00204,.00204,.00204,.00204	499	.00263	100.00000998	499	18.36472852	0,0.00021,0.00011,2e-04,0.00062:0.00012,0,1e-04,0.00019,0.00057:0.00012,0.00019,0,0.00022,0.00057:0.00011,0.00021,0.00012,0,6e-04:0.00011,0.00022,1e-04,0.00017,0	0.006991,0.011727,0.006512,0.011355,0.031757	35.45343465,22.31391352,36.63634274,0,3.52960469	0.363173	100	100	44297	152
sim143	0,0,0,0,1	3.88748,3.88748,3.88748,3.88748,3.88748	1000000,1000000,1000000,1000000,1000000	0.000000077555,0.000000077555,0.000000077555,0.000000077555,0.000000077555	.01509	.00486,.00486,.00486,.00486,.00486	499	.00319	100.00000976	42	18.38212620	0,0,0,0,2e-05:0,0,0,1e-05,1e-05:0,0,0,1e-05,2e-05:0,0,1e-05,0,2e-05:0,0,1e-05,1e-05,0	8e-06,6.7e-05,8.4e-05,0.000167,0.000474	58.51726667,45.45692251,38.79141907,17.49596707,0	1	100	100	620	6
sim144	0,0,0,1,0	3.83294,3.83294,3.83294,3.83294,3.83294	1000000,1000000,1000000,1000000,1000000	0.000000096321,0.000000096321,0.000000096321,0.000000096321,0.000000096321	.02272	.00241,.00241,.00241,.00241,.00241	499	.00240	100.00000953	33	20.04411115	0,0,0,1e-05,2e-05:0,0,0,0,2e-05:0,0,0,0,2e-05:1e-05,0,0,0,1e-05:0,0,0,1e-05,0	0.000183,2.8e-05,3.9e-05,0.000209,0.000745	33.38753202,54.27661493,70.03587746,0,13.69014847	1	100	100	902	9
sim149	0,0,1,0,0	4.45712,4.45712,4.45712,4.45712,4.45712	1000000,1000000,1000000,1000000,1000000	0.000000104653,0.000000104653,0.000000104653,0.000000104653,0.000000104653	.01855	.00493,.00493,.00493,.00493,.00493	499	.00022	100.00000988	126	14.30064761	0,0,0,0,0:0,0,0,0,0:0,0,0,0,0:0,0,1e-05,0,0:0,0,0,0,0	1.5e-05,0,0.002326,6e-06,2.3e-05	72.33669128,64.45451115,0,84.19736362,58.19901307	1	100	100	1834	24
sim152	1,0,0,0,0	2.82596,2.82596,2.82596,2.82596,2.82596	1000000,1000000,1000000,1000000,1000000	0.000000144660,0.000000144660,0.000000144660,0.000000144660,0.000000144660	.04886	.00233,.00233,.00233,.00233,.00233	499	.00393	100.00000999	499	16.07416983	0,0.00018,0.00012,0.00013,0.00014:0.00038,0,0.00012,0.00015,0.00015:0.00039,0.00016,0,0.00014,0.00011:0.00036,0.00016,0.00012,0,0.00014:0.00038,0.00017,1e-04,0.00017,0	0.013924,0.006508,0.003898,0.005679,0.004862	0,24.16409843,24.91291821,28.12364635,28.35884645	0.642214	100	100	22525	144
