sim_number	x_coord_loc_0,x_coord_loc_1,x_coord_loc_2,x_coord_loc_3,x_coord_loc_4	y_coord_loc_0,y_coord_loc_1,y_coord_loc_2,y_coord_loc_3,y_coord_loc_4	m_0_1_1_0_z_1,m_0_2_2_0_z_2,m_0_3_3_0_z_3,m_0_4_4_0_z_4,m_1_0_0_1_z_5,m_1_2_2_1_z_7,m_1_3_3_1_z_8,m_1_4_4_1_z_9,m_2_0_0_2_z_10,m_2_1_1_2_z_11,m_2_3_3_2_z_13,m_2_4_4_2_z_14,m_3_0_0_3_z_15,m_3_1_1_3_z_16,m_3_2_2_3_z_17,m_3_4_4_3_z_19,m_4_0_0_4_z_20,m_4_1_1_4_z_21,m_4_2_2_4_z_22,m_4_3_3_4_z_23
sim88	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00383,0.00383,0.00383,0.00383,0.00383,0.00383,0.00383,0.00383,0.00383,0.00383,0.00383,0.00383,0.00383,0.00383,0.00383,0.00383,0.00383,0.00383,0.00383,0.00383
sim92	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00052,0.00052,0.00052,0.00052,0.00052,0.00052,0.00052,0.00052,0.00052,0.00052,0.00052,0.00052,0.00052,0.00052,0.00052,0.00052,0.00052,0.00052,0.00052,0.00052
sim96	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00489,0.00489,0.00489,0.00489,0.00489,0.00489,0.00489,0.00489,0.00489,0.00489,0.00489,0.00489,0.00489,0.00489,0.00489,0.00489,0.00489,0.00489,0.00489,0.00489
sim101	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00276,0.00276,0.00276,0.00276,0.00276,0.00276,0.00276,0.00276,0.00276,0.00276,0.00276,0.00276,0.00276,0.00276,0.00276,0.00276,0.00276,0.00276,0.00276,0.00276
sim108	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00073,0.00073,0.00073,0.00073,0.00073,0.00073,0.00073,0.00073,0.00073,0.00073,0.00073,0.00073,0.00073,0.00073,0.00073,0.00073,0.00073,0.00073,0.00073,0.00073
sim114	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059
sim115	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00161,0.00161,0.00161,0.00161,0.00161,0.00161,0.00161,0.00161,0.00161,0.00161,0.00161,0.00161,0.00161,0.00161,0.00161,0.00161,0.00161,0.00161,0.00161,0.00161
sim117	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00352,0.00352,0.00352,0.00352,0.00352,0.00352,0.00352,0.00352,0.00352,0.00352,0.00352,0.00352,0.00352,0.00352,0.00352,0.00352,0.00352,0.00352,0.00352,0.00352
sim118	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00371,0.00371,0.00371,0.00371,0.00371,0.00371,0.00371,0.00371,0.00371,0.00371,0.00371,0.00371,0.00371,0.00371,0.00371,0.00371,0.00371,0.00371,0.00371,0.00371
sim122	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031
sim132	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00397,0.00397,0.00397,0.00397,0.00397,0.00397,0.00397,0.00397,0.00397,0.00397,0.00397,0.00397,0.00397,0.00397,0.00397,0.00397,0.00397,0.00397,0.00397,0.00397
sim137	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00274,0.00274,0.00274,0.00274,0.00274,0.00274,0.00274,0.00274,0.00274,0.00274,0.00274,0.00274,0.00274,0.00274,0.00274,0.00274,0.00274,0.00274,0.00274,0.00274
sim139	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00194,0.00194,0.00194,0.00194,0.00194,0.00194,0.00194,0.00194,0.00194,0.00194,0.00194,0.00194,0.00194,0.00194,0.00194,0.00194,0.00194,0.00194,0.00194,0.00194
sim141	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00294,0.00294,0.00294,0.00294,0.00294,0.00294,0.00294,0.00294,0.00294,0.00294,0.00294,0.00294,0.00294,0.00294,0.00294,0.00294,0.00294,0.00294,0.00294,0.00294
sim143	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016
sim146	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00457,0.00457,0.00457,0.00457,0.00457,0.00457,0.00457,0.00457,0.00457,0.00457,0.00457,0.00457,0.00457,0.00457,0.00457,0.00457,0.00457,0.00457,0.00457,0.00457
sim153	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00465,0.00465,0.00465,0.00465,0.00465,0.00465,0.00465,0.00465,0.00465,0.00465,0.00465,0.00465,0.00465,0.00465,0.00465,0.00465,0.00465,0.00465,0.00465,0.00465
sim158	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125
sim159	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00312,0.00312,0.00312,0.00312,0.00312,0.00312,0.00312,0.00312,0.00312,0.00312,0.00312,0.00312,0.00312,0.00312,0.00312,0.00312,0.00312,0.00312,0.00312,0.00312
sim162	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00352,0.00352,0.00352,0.00352,0.00352,0.00352,0.00352,0.00352,0.00352,0.00352,0.00352,0.00352,0.00352,0.00352,0.00352,0.00352,0.00352,0.00352,0.00352,0.00352
sim174	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00253,0.00253,0.00253,0.00253,0.00253,0.00253,0.00253,0.00253,0.00253,0.00253,0.00253,0.00253,0.00253,0.00253,0.00253,0.00253,0.00253,0.00253,0.00253,0.00253
sim175	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00383,0.00383,0.00383,0.00383,0.00383,0.00383,0.00383,0.00383,0.00383,0.00383,0.00383,0.00383,0.00383,0.00383,0.00383,0.00383,0.00383,0.00383,0.00383,0.00383
sim177	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00085,0.00085,0.00085,0.00085,0.00085,0.00085,0.00085,0.00085,0.00085,0.00085,0.00085,0.00085,0.00085,0.00085,0.00085,0.00085,0.00085,0.00085,0.00085,0.00085
sim178	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00479,0.00479,0.00479,0.00479,0.00479,0.00479,0.00479,0.00479,0.00479,0.00479,0.00479,0.00479,0.00479,0.00479,0.00479,0.00479,0.00479,0.00479,0.00479,0.00479
sim182	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059
sim189	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00488,0.00488,0.00488,0.00488,0.00488,0.00488,0.00488,0.00488,0.00488,0.00488,0.00488,0.00488,0.00488,0.00488,0.00488,0.00488,0.00488,0.00488,0.00488,0.00488
sim190	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00058,0.00058,0.00058,0.00058,0.00058,0.00058,0.00058,0.00058,0.00058,0.00058,0.00058,0.00058,0.00058,0.00058,0.00058,0.00058,0.00058,0.00058,0.00058,0.00058
sim194	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00392,0.00392,0.00392,0.00392,0.00392,0.00392,0.00392,0.00392,0.00392,0.00392,0.00392,0.00392,0.00392,0.00392,0.00392,0.00392,0.00392,0.00392,0.00392,0.00392
sim196	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00284,0.00284,0.00284,0.00284,0.00284,0.00284,0.00284,0.00284,0.00284,0.00284,0.00284,0.00284,0.00284,0.00284,0.00284,0.00284,0.00284,0.00284,0.00284,0.00284
sim198	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00118,0.00118,0.00118,0.00118,0.00118,0.00118,0.00118,0.00118,0.00118,0.00118,0.00118,0.00118,0.00118,0.00118,0.00118,0.00118,0.00118,0.00118,0.00118,0.00118
sim201	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00031,0.00031,0.00031,0.00031,0.00031,0.00031,0.00031,0.00031,0.00031,0.00031,0.00031,0.00031,0.00031,0.00031,0.00031,0.00031,0.00031,0.00031,0.00031,0.00031
sim202	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00333,0.00333,0.00333,0.00333,0.00333,0.00333,0.00333,0.00333,0.00333,0.00333,0.00333,0.00333,0.00333,0.00333,0.00333,0.00333,0.00333,0.00333,0.00333,0.00333
sim205	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00488,0.00488,0.00488,0.00488,0.00488,0.00488,0.00488,0.00488,0.00488,0.00488,0.00488,0.00488,0.00488,0.00488,0.00488,0.00488,0.00488,0.00488,0.00488,0.00488
sim208	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00396,0.00396,0.00396,0.00396,0.00396,0.00396,0.00396,0.00396,0.00396,0.00396,0.00396,0.00396,0.00396,0.00396,0.00396,0.00396,0.00396,0.00396,0.00396,0.00396
sim214	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00439,0.00439,0.00439,0.00439,0.00439,0.00439,0.00439,0.00439,0.00439,0.00439,0.00439,0.00439,0.00439,0.00439,0.00439,0.00439,0.00439,0.00439,0.00439,0.00439
sim226	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00234,0.00234,0.00234,0.00234,0.00234,0.00234,0.00234,0.00234,0.00234,0.00234,0.00234,0.00234,0.00234,0.00234,0.00234,0.00234,0.00234,0.00234,0.00234,0.00234
sim229	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00151,0.00151,0.00151,0.00151,0.00151,0.00151,0.00151,0.00151,0.00151,0.00151,0.00151,0.00151,0.00151,0.00151,0.00151,0.00151,0.00151,0.00151,0.00151,0.00151
sim231	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00367,0.00367,0.00367,0.00367,0.00367,0.00367,0.00367,0.00367,0.00367,0.00367,0.00367,0.00367,0.00367,0.00367,0.00367,0.00367,0.00367,0.00367,0.00367,0.00367
sim234	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00254,0.00254,0.00254,0.00254,0.00254,0.00254,0.00254,0.00254,0.00254,0.00254,0.00254,0.00254,0.00254,0.00254,0.00254,0.00254,0.00254,0.00254,0.00254,0.00254
sim236	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00464,0.00464,0.00464,0.00464,0.00464,0.00464,0.00464,0.00464,0.00464,0.00464,0.00464,0.00464,0.00464,0.00464,0.00464,0.00464,0.00464,0.00464,0.00464,0.00464
sim247	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00398,0.00398,0.00398,0.00398,0.00398,0.00398,0.00398,0.00398,0.00398,0.00398,0.00398,0.00398,0.00398,0.00398,0.00398,0.00398,0.00398,0.00398,0.00398,0.00398
sim252	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00364,0.00364,0.00364,0.00364,0.00364,0.00364,0.00364,0.00364,0.00364,0.00364,0.00364,0.00364,0.00364,0.00364,0.00364,0.00364,0.00364,0.00364,0.00364,0.00364
sim253	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468,0.00468
sim256	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00042,0.00042,0.00042,0.00042,0.00042,0.00042,0.00042,0.00042,0.00042,0.00042,0.00042,0.00042,0.00042,0.00042,0.00042,0.00042,0.00042,0.00042,0.00042,0.00042
sim260	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342
sim261	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00186,0.00186,0.00186,0.00186,0.00186,0.00186,0.00186,0.00186,0.00186,0.00186,0.00186,0.00186,0.00186,0.00186,0.00186,0.00186,0.00186,0.00186,0.00186,0.00186
sim268	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00287,0.00287,0.00287,0.00287,0.00287,0.00287,0.00287,0.00287,0.00287,0.00287,0.00287,0.00287,0.00287,0.00287,0.00287,0.00287,0.00287,0.00287,0.00287,0.00287
sim282	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
sim285	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00303,0.00303,0.00303,0.00303,0.00303,0.00303,0.00303,0.00303,0.00303,0.00303,0.00303,0.00303,0.00303,0.00303,0.00303,0.00303,0.00303,0.00303,0.00303,0.00303
sim291	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00156,0.00156,0.00156,0.00156,0.00156,0.00156,0.00156,0.00156,0.00156,0.00156,0.00156,0.00156,0.00156,0.00156,0.00156,0.00156,0.00156,0.00156,0.00156,0.00156
sim296	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00192,0.00192,0.00192,0.00192,0.00192,0.00192,0.00192,0.00192,0.00192,0.00192,0.00192,0.00192,0.00192,0.00192,0.00192,0.00192,0.00192,0.00192,0.00192,0.00192
sim297	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00144,0.00144,0.00144,0.00144,0.00144,0.00144,0.00144,0.00144,0.00144,0.00144,0.00144,0.00144,0.00144,0.00144,0.00144,0.00144,0.00144,0.00144,0.00144,0.00144
sim303	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00486,0.00486,0.00486,0.00486,0.00486,0.00486,0.00486,0.00486,0.00486,0.00486,0.00486,0.00486,0.00486,0.00486,0.00486,0.00486,0.00486,0.00486,0.00486,0.00486
sim309	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00038,0.00038,0.00038,0.00038,0.00038,0.00038,0.00038,0.00038,0.00038,0.00038,0.00038,0.00038,0.00038,0.00038,0.00038,0.00038,0.00038,0.00038,0.00038,0.00038
sim312	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00317,0.00317,0.00317,0.00317,0.00317,0.00317,0.00317,0.00317,0.00317,0.00317,0.00317,0.00317,0.00317,0.00317,0.00317,0.00317,0.00317,0.00317,0.00317,0.00317
sim314	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00105,0.00105,0.00105,0.00105,0.00105,0.00105,0.00105,0.00105,0.00105,0.00105,0.00105,0.00105,0.00105,0.00105,0.00105,0.00105,0.00105,0.00105,0.00105,0.00105
sim317	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016
sim318	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00355,0.00355,0.00355,0.00355,0.00355,0.00355,0.00355,0.00355,0.00355,0.00355,0.00355,0.00355,0.00355,0.00355,0.00355,0.00355,0.00355,0.00355,0.00355,0.00355
sim323	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00293,0.00293,0.00293,0.00293,0.00293,0.00293,0.00293,0.00293,0.00293,0.00293,0.00293,0.00293,0.00293,0.00293,0.00293,0.00293,0.00293,0.00293,0.00293,0.00293
sim325	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00351,0.00351,0.00351,0.00351,0.00351,0.00351,0.00351,0.00351,0.00351,0.00351,0.00351,0.00351,0.00351,0.00351,0.00351,0.00351,0.00351,0.00351,0.00351,0.00351
sim327	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00067,0.00067,0.00067,0.00067,0.00067,0.00067,0.00067,0.00067,0.00067,0.00067,0.00067,0.00067,0.00067,0.00067,0.00067,0.00067,0.00067,0.00067,0.00067,0.00067
sim329	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101
sim331	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011
sim332	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00102,0.00102,0.00102,0.00102,0.00102,0.00102,0.00102,0.00102,0.00102,0.00102,0.00102,0.00102,0.00102,0.00102,0.00102,0.00102,0.00102,0.00102,0.00102,0.00102
sim335	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00208,0.00208,0.00208,0.00208,0.00208,0.00208,0.00208,0.00208,0.00208,0.00208,0.00208,0.00208,0.00208,0.00208,0.00208,0.00208,0.00208,0.00208,0.00208,0.00208
sim336	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216
sim338	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00121,0.00121,0.00121,0.00121,0.00121,0.00121,0.00121,0.00121,0.00121,0.00121,0.00121,0.00121,0.00121,0.00121,0.00121,0.00121,0.00121,0.00121,0.00121,0.00121
sim340	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00196,0.00196,0.00196,0.00196,0.00196,0.00196,0.00196,0.00196,0.00196,0.00196,0.00196,0.00196,0.00196,0.00196,0.00196,0.00196,0.00196,0.00196,0.00196,0.00196
sim352	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007
sim355	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048
sim360	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00274,0.00274,0.00274,0.00274,0.00274,0.00274,0.00274,0.00274,0.00274,0.00274,0.00274,0.00274,0.00274,0.00274,0.00274,0.00274,0.00274,0.00274,0.00274,0.00274
sim362	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00375,0.00375,0.00375,0.00375,0.00375,0.00375,0.00375,0.00375,0.00375,0.00375,0.00375,0.00375,0.00375,0.00375,0.00375,0.00375,0.00375,0.00375,0.00375,0.00375
sim368	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00414,0.00414,0.00414,0.00414,0.00414,0.00414,0.00414,0.00414,0.00414,0.00414,0.00414,0.00414,0.00414,0.00414,0.00414,0.00414,0.00414,0.00414,0.00414,0.00414
sim372	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00117,0.00117,0.00117,0.00117,0.00117,0.00117,0.00117,0.00117,0.00117,0.00117,0.00117,0.00117,0.00117,0.00117,0.00117,0.00117,0.00117,0.00117,0.00117,0.00117
sim373	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
sim374	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00192,0.00192,0.00192,0.00192,0.00192,0.00192,0.00192,0.00192,0.00192,0.00192,0.00192,0.00192,0.00192,0.00192,0.00192,0.00192,0.00192,0.00192,0.00192,0.00192
sim375	NA,NA,NA,NA,NA	NA,NA,NA,NA,NA	0.00023,0.00023,0.00023,0.00023,0.00023,0.00023,0.00023,0.00023,0.00023,0.00023,0.00023,0.00023,0.00023,0.00023,0.00023,0.00023,0.00023,0.00023,0.00023,0.00023
